CUPS;Fecha;Hora;Consumo_kWh;Metodo_obtencion
ES0021000004465414FF;12/03/2023;6;0,118;R
ES0021000004465414FF;12/03/2023;7;0,138;R
ES0021000004465414FF;12/03/2023;8;0,115;R
ES0021000004465414FF;12/03/2023;9;0,224;R
ES0021000004465414FF;12/03/2023;10;0,36;R
ES0021000004465414FF;12/03/2023;11;0,687;R
ES0021000004465414FF;12/03/2023;12;0,87;R
ES0021000004465414FF;12/03/2023;13;1,307;R
ES0021000004465414FF;12/03/2023;14;0,81;R
ES0021000004465414FF;12/03/2023;15;2,153;R
ES0021000004465414FF;12/03/2023;16;1,358;R
ES0021000004465414FF;12/03/2023;17;0,992;R
ES0021000004465414FF;12/03/2023;18;0,501;R
ES0021000004465414FF;12/03/2023;19;0,601;R
ES0021000004465414FF;12/03/2023;20;0,478;R
ES0021000004465414FF;12/03/2023;21;0,443;R
ES0021000004465414FF;12/03/2023;22;0,516;R
ES0021000004465414FF;12/03/2023;23;0,951;R
ES0021000004465414FF;12/03/2023;24;0,947;R
ES0021000004465414FF;13/03/2023;1;0,512;R
ES0021000004465414FF;13/03/2023;2;0,267;R
ES0021000004465414FF;13/03/2023;3;0,164;R
ES0021000004465414FF;13/03/2023;4;0,101;R
ES0021000004465414FF;13/03/2023;5;0,136;R
ES0021000004465414FF;13/03/2023;6;0,129;R
ES0021000004465414FF;13/03/2023;7;0,291;R
ES0021000004465414FF;13/03/2023;8;0,179;R
ES0021000004465414FF;13/03/2023;9;0,127;R
ES0021000004465414FF;13/03/2023;10;0,114;R
ES0021000004465414FF;13/03/2023;11;0,347;R
ES0021000004465414FF;13/03/2023;12;0,626;R
ES0021000004465414FF;13/03/2023;13;0,307;R
ES0021000004465414FF;13/03/2023;14;0,499;R
ES0021000004465414FF;13/03/2023;15;0,368;R
ES0021000004465414FF;13/03/2023;16;0,392;R
ES0021000004465414FF;13/03/2023;17;0,495;R
ES0021000004465414FF;13/03/2023;18;0,651;R
ES0021000004465414FF;13/03/2023;19;0,613;R
ES0021000004465414FF;13/03/2023;20;0,674;R
ES0021000004465414FF;13/03/2023;21;1,313;R
ES0021000004465414FF;13/03/2023;22;1,027;R
ES0021000004465414FF;13/03/2023;23;0,861;R
ES0021000004465414FF;13/03/2023;24;0,733;R
ES0021000004465414FF;14/03/2023;1;0,725;R
ES0021000004465414FF;14/03/2023;2;0,18;R
ES0021000004465414FF;14/03/2023;3;0,149;R
ES0021000004465414FF;14/03/2023;4;0,122;R
ES0021000004465414FF;14/03/2023;5;0,159;R
ES0021000004465414FF;14/03/2023;6;0,147;R
ES0021000004465414FF;14/03/2023;7;0,273;R
ES0021000004465414FF;14/03/2023;8;0,279;R
ES0021000004465414FF;14/03/2023;9;0,561;R
ES0021000004465414FF;14/03/2023;10;0,381;R
ES0021000004465414FF;14/03/2023;11;0,69;R
ES0021000004465414FF;14/03/2023;12;0,262;R
ES0021000004465414FF;14/03/2023;13;0,659;R
ES0021000004465414FF;14/03/2023;14;0,473;R
ES0021000004465414FF;14/03/2023;15;0,446;R
ES0021000004465414FF;14/03/2023;16;0,613;R
ES0021000004465414FF;14/03/2023;17;0,736;R
ES0021000004465414FF;14/03/2023;18;0,815;R
ES0021000004465414FF;14/03/2023;19;1,089;R
ES0021000004465414FF;14/03/2023;20;0,814;R
ES0021000004465414FF;14/03/2023;21;0,61;R
ES0021000004465414FF;14/03/2023;22;0,695;R
ES0021000004465414FF;14/03/2023;23;0,879;R
ES0021000004465414FF;14/03/2023;24;0,519;R
ES0021000004465414FF;15/03/2023;1;0,265;R
ES0021000004465414FF;15/03/2023;2;0,137;R
ES0021000004465414FF;15/03/2023;3;0,196;R
ES0021000004465414FF;15/03/2023;4;0,207;R
ES0021000004465414FF;15/03/2023;5;0,129;R
ES0021000004465414FF;15/03/2023;6;0,104;R
ES0021000004465414FF;15/03/2023;7;0,388;R
ES0021000004465414FF;15/03/2023;8;0,189;R
ES0021000004465414FF;15/03/2023;9;0,146;R
ES0021000004465414FF;15/03/2023;10;0,301;R
ES0021000004465414FF;15/03/2023;11;0,449;R
ES0021000004465414FF;15/03/2023;12;0,407;R
ES0021000004465414FF;15/03/2023;13;0,408;R
ES0021000004465414FF;15/03/2023;14;0,699;R
ES0021000004465414FF;15/03/2023;15;0,66;R
ES0021000004465414FF;15/03/2023;16;0,501;R
ES0021000004465414FF;15/03/2023;17;0,607;R
ES0021000004465414FF;15/03/2023;18;0,435;R
ES0021000004465414FF;15/03/2023;19;0,392;R
ES0021000004465414FF;15/03/2023;20;0,571;R
ES0021000004465414FF;15/03/2023;21;0,531;R
ES0021000004465414FF;15/03/2023;22;1,491;R
ES0021000004465414FF;15/03/2023;23;0,899;R
ES0021000004465414FF;15/03/2023;24;0,662;R
ES0021000004465414FF;16/03/2023;1;0,469;R
ES0021000004465414FF;16/03/2023;2;0,511;R
ES0021000004465414FF;16/03/2023;3;0,199;R
ES0021000004465414FF;16/03/2023;4;0,145;R
ES0021000004465414FF;16/03/2023;5;0,133;R
ES0021000004465414FF;16/03/2023;6;0,113;R
ES0021000004465414FF;16/03/2023;7;0,311;R
ES0021000004465414FF;16/03/2023;8;0,205;R
ES0021000004465414FF;16/03/2023;9;0,157;R
ES0021000004465414FF;16/03/2023;10;0,374;R
ES0021000004465414FF;16/03/2023;11;0,594;R
ES0021000004465414FF;16/03/2023;12;0,636;R
ES0021000004465414FF;16/03/2023;13;0,479;R
ES0021000004465414FF;16/03/2023;14;0,555;R
ES0021000004465414FF;16/03/2023;15;0,673;R
ES0021000004465414FF;16/03/2023;16;0,544;R
ES0021000004465414FF;16/03/2023;17;0,444;R
ES0021000004465414FF;16/03/2023;18;0,429;R
ES0021000004465414FF;16/03/2023;19;0,661;R
ES0021000004465414FF;16/03/2023;20;1,134;R
ES0021000004465414FF;16/03/2023;21;0,88;R
ES0021000004465414FF;16/03/2023;22;0,868;R
ES0021000004465414FF;16/03/2023;23;0,634;R
ES0021000004465414FF;16/03/2023;24;0,66;R
ES0021000004465414FF;17/03/2023;1;0,446;R
ES0021000004465414FF;17/03/2023;2;0,313;R
ES0021000004465414FF;17/03/2023;3;0,181;R
ES0021000004465414FF;17/03/2023;4;0,12;R
ES0021000004465414FF;17/03/2023;5;0,087;R
ES0021000004465414FF;17/03/2023;6;0,163;R
ES0021000004465414FF;17/03/2023;7;0,145;R
ES0021000004465414FF;17/03/2023;8;0,233;R
ES0021000004465414FF;17/03/2023;9;0,271;R
ES0021000004465414FF;17/03/2023;10;0,287;R
ES0021000004465414FF;17/03/2023;11;0,431;R
ES0021000004465414FF;17/03/2023;12;0,51;R
ES0021000004465414FF;17/03/2023;13;0,614;R
ES0021000004465414FF;17/03/2023;14;0,839;R
ES0021000004465414FF;17/03/2023;15;0,883;R
ES0021000004465414FF;17/03/2023;16;1,928;R
ES0021000004465414FF;17/03/2023;17;0,945;R
ES0021000004465414FF;17/03/2023;18;0,938;R
ES0021000004465414FF;17/03/2023;19;0,562;R
ES0021000004465414FF;17/03/2023;20;0,601;R
ES0021000004465414FF;17/03/2023;21;0,399;R
ES0021000004465414FF;17/03/2023;22;0,304;R
ES0021000004465414FF;17/03/2023;23;0,145;R
ES0021000004465414FF;17/03/2023;24;0,097;R
ES0021000004465414FF;18/03/2023;1;0,166;R
ES0021000004465414FF;18/03/2023;2;0,079;R
ES0021000004465414FF;18/03/2023;3;0,139;R
ES0021000004465414FF;18/03/2023;4;0,122;R
ES0021000004465414FF;18/03/2023;5;0,12;R
ES0021000004465414FF;18/03/2023;6;0,13;R
ES0021000004465414FF;18/03/2023;7;0,225;R
ES0021000004465414FF;18/03/2023;8;0,131;R
ES0021000004465414FF;18/03/2023;9;0,154;R
ES0021000004465414FF;18/03/2023;10;0,124;R
ES0021000004465414FF;18/03/2023;11;0,117;R
ES0021000004465414FF;18/03/2023;12;0,148;R
ES0021000004465414FF;18/03/2023;13;0,283;R
ES0021000004465414FF;18/03/2023;14;0,33;R
ES0021000004465414FF;18/03/2023;15;0,661;R
ES0021000004465414FF;18/03/2023;16;0,204;R
ES0021000004465414FF;18/03/2023;17;0,123;R
ES0021000004465414FF;18/03/2023;18;0,118;R
ES0021000004465414FF;18/03/2023;19;0,093;R
ES0021000004465414FF;18/03/2023;20;0,134;R
ES0021000004465414FF;18/03/2023;21;0,107;R
ES0021000004465414FF;18/03/2023;22;0,142;R
ES0021000004465414FF;18/03/2023;23;0,385;R
ES0021000004465414FF;18/03/2023;24;0,51;R
ES0021000004465414FF;19/03/2023;1;0,562;R
ES0021000004465414FF;19/03/2023;2;0,538;R
ES0021000004465414FF;19/03/2023;3;0,205;R
ES0021000004465414FF;19/03/2023;4;0,093;R
ES0021000004465414FF;19/03/2023;5;0,131;R
ES0021000004465414FF;19/03/2023;6;0,128;R
ES0021000004465414FF;19/03/2023;7;0,108;R
ES0021000004465414FF;19/03/2023;8;0,129;R
ES0021000004465414FF;19/03/2023;9;0,115;R
ES0021000004465414FF;19/03/2023;10;0,147;R
ES0021000004465414FF;19/03/2023;11;0,143;R
ES0021000004465414FF;19/03/2023;12;0,332;R
ES0021000004465414FF;19/03/2023;13;0,378;R
ES0021000004465414FF;19/03/2023;14;0,333;R
ES0021000004465414FF;19/03/2023;15;0,953;R
ES0021000004465414FF;19/03/2023;16;0,535;R
ES0021000004465414FF;19/03/2023;17;0,264;R
ES0021000004465414FF;19/03/2023;18;0,207;R
ES0021000004465414FF;19/03/2023;19;0,11;R
ES0021000004465414FF;19/03/2023;20;0,112;R
ES0021000004465414FF;19/03/2023;21;0,125;R
ES0021000004465414FF;19/03/2023;22;0,368;R
ES0021000004465414FF;19/03/2023;23;0,371;R
ES0021000004465414FF;19/03/2023;24;0,579;R
ES0021000004465414FF;20/03/2023;1;0,468;R
ES0021000004465414FF;20/03/2023;2;0,093;R
ES0021000004465414FF;20/03/2023;3;0,152;R
ES0021000004465414FF;20/03/2023;4;0,102;R
ES0021000004465414FF;20/03/2023;5;0,134;R
ES0021000004465414FF;20/03/2023;6;0,102;R
ES0021000004465414FF;20/03/2023;7;0,14;R
ES0021000004465414FF;20/03/2023;8;0,132;R
ES0021000004465414FF;20/03/2023;9;0,154;R
ES0021000004465414FF;20/03/2023;10;0,21;R
ES0021000004465414FF;20/03/2023;11;0,146;R
ES0021000004465414FF;20/03/2023;12;0,303;R
ES0021000004465414FF;20/03/2023;13;0,3;R
ES0021000004465414FF;20/03/2023;14;0,25;R
ES0021000004465414FF;20/03/2023;15;0,15;R
ES0021000004465414FF;20/03/2023;16;0,13;R
ES0021000004465414FF;20/03/2023;17;1,006;R
ES0021000004465414FF;20/03/2023;18;0,829;R
ES0021000004465414FF;20/03/2023;19;0,482;R
ES0021000004465414FF;20/03/2023;20;0,537;R
ES0021000004465414FF;20/03/2023;21;1,208;R
ES0021000004465414FF;20/03/2023;22;0,749;R
ES0021000004465414FF;20/03/2023;23;0,632;R
ES0021000004465414FF;20/03/2023;24;0,576;R
ES0021000004465414FF;21/03/2023;1;0,455;R
ES0021000004465414FF;21/03/2023;2;0,113;R
ES0021000004465414FF;21/03/2023;3;0,114;R
ES0021000004465414FF;21/03/2023;4;0,145;R
ES0021000004465414FF;21/03/2023;5;0,127;R
ES0021000004465414FF;21/03/2023;6;0,102;R
ES0021000004465414FF;21/03/2023;7;0,344;R
ES0021000004465414FF;21/03/2023;8;0,235;R
ES0021000004465414FF;21/03/2023;9;0,17;R
ES0021000004465414FF;21/03/2023;10;0,105;R
ES0021000004465414FF;21/03/2023;11;0,428;R
ES0021000004465414FF;21/03/2023;12;0,501;R
ES0021000004465414FF;21/03/2023;13;0,282;R
ES0021000004465414FF;21/03/2023;14;0,283;R
ES0021000004465414FF;21/03/2023;15;0,81;R
ES0021000004465414FF;21/03/2023;16;0,579;R
ES0021000004465414FF;21/03/2023;17;0,451;R
ES0021000004465414FF;21/03/2023;18;0,394;R
ES0021000004465414FF;21/03/2023;19;0,59;R
ES0021000004465414FF;21/03/2023;20;0,968;R
ES0021000004465414FF;21/03/2023;21;0,922;R
ES0021000004465414FF;21/03/2023;22;1,025;R
ES0021000004465414FF;21/03/2023;23;0,888;R
ES0021000004465414FF;21/03/2023;24;0,527;R
ES0021000004465414FF;22/03/2023;1;0,477;R
ES0021000004465414FF;22/03/2023;2;0,295;R
ES0021000004465414FF;22/03/2023;3;0,155;R
ES0021000004465414FF;22/03/2023;4;0,24;R
ES0021000004465414FF;22/03/2023;5;0,173;R
ES0021000004465414FF;22/03/2023;6;0,112;R
ES0021000004465414FF;22/03/2023;7;0,188;R
ES0021000004465414FF;22/03/2023;8;0,282;R
ES0021000004465414FF;22/03/2023;9;0,245;R
ES0021000004465414FF;22/03/2023;10;0,189;R
ES0021000004465414FF;22/03/2023;11;0,414;R
ES0021000004465414FF;22/03/2023;12;0,654;R
ES0021000004465414FF;22/03/2023;13;1,381;R
ES0021000004465414FF;22/03/2023;14;0,849;R
ES0021000004465414FF;22/03/2023;15;0,612;R
ES0021000004465414FF;22/03/2023;16;0,694;R
ES0021000004465414FF;22/03/2023;17;0,471;R
ES0021000004465414FF;22/03/2023;18;0,539;R
ES0021000004465414FF;22/03/2023;19;0,588;R
ES0021000004465414FF;22/03/2023;20;0,5;R
ES0021000004465414FF;22/03/2023;21;0,914;R
ES0021000004465414FF;22/03/2023;22;0,684;R
ES0021000004465414FF;22/03/2023;23;0,982;R
ES0021000004465414FF;22/03/2023;24;0,775;R
ES0021000004465414FF;23/03/2023;1;0,44;R
ES0021000004465414FF;23/03/2023;2;0,35;R
ES0021000004465414FF;23/03/2023;3;0,169;R
ES0021000004465414FF;23/03/2023;4;0,179;R
ES0021000004465414FF;23/03/2023;5;0,213;R
ES0021000004465414FF;23/03/2023;6;0,105;R
ES0021000004465414FF;23/03/2023;7;0,161;R
ES0021000004465414FF;23/03/2023;8;0,28;R
ES0021000004465414FF;23/03/2023;9;0,36;R
ES0021000004465414FF;23/03/2023;10;0,175;R
ES0021000004465414FF;23/03/2023;11;0,632;R
ES0021000004465414FF;23/03/2023;12;0,703;R
ES0021000004465414FF;23/03/2023;13;0,538;R
ES0021000004465414FF;23/03/2023;14;0,422;R
ES0021000004465414FF;23/03/2023;15;0,807;R
ES0021000004465414FF;23/03/2023;16;0,586;R
ES0021000004465414FF;23/03/2023;17;0,395;R
ES0021000004465414FF;23/03/2023;18;0,36;R
ES0021000004465414FF;23/03/2023;19;0,342;R
ES0021000004465414FF;23/03/2023;20;0,342;R
ES0021000004465414FF;23/03/2023;21;0,449;R
ES0021000004465414FF;23/03/2023;22;0,543;R
ES0021000004465414FF;23/03/2023;23;0,611;R
ES0021000004465414FF;23/03/2023;24;0,739;R
ES0021000004465414FF;24/03/2023;1;0,573;R
ES0021000004465414FF;24/03/2023;2;0,354;R
ES0021000004465414FF;24/03/2023;3;0,247;R
ES0021000004465414FF;24/03/2023;4;0,12;R
ES0021000004465414FF;24/03/2023;5;0,099;R
ES0021000004465414FF;24/03/2023;6;0,139;R
ES0021000004465414FF;24/03/2023;7;0,143;R
ES0021000004465414FF;24/03/2023;8;0,275;R
ES0021000004465414FF;24/03/2023;9;0,206;R
ES0021000004465414FF;24/03/2023;10;0,137;R
ES0021000004465414FF;24/03/2023;11;0,653;R
ES0021000004465414FF;24/03/2023;12;0,427;R
ES0021000004465414FF;24/03/2023;13;1,55;R
ES0021000004465414FF;24/03/2023;14;1,216;R
ES0021000004465414FF;24/03/2023;15;0,637;R
ES0021000004465414FF;24/03/2023;16;1,003;R
ES0021000004465414FF;24/03/2023;17;0,833;R
ES0021000004465414FF;24/03/2023;18;0,812;R
ES0021000004465414FF;24/03/2023;19;0,682;R
ES0021000004465414FF;24/03/2023;20;0,578;R
ES0021000004465414FF;24/03/2023;21;0,618;R
ES0021000004465414FF;24/03/2023;22;0,684;R
ES0021000004465414FF;24/03/2023;23;0,674;R
ES0021000004465414FF;24/03/2023;24;0,634;R
ES0021000004465414FF;25/03/2023;1;0,62;R
ES0021000004465414FF;25/03/2023;2;0,179;R
ES0021000004465414FF;25/03/2023;3;0,174;R
ES0021000004465414FF;25/03/2023;4;0,16;R
ES0021000004465414FF;25/03/2023;5;0,13;R
ES0021000004465414FF;25/03/2023;6;0,168;R
ES0021000004465414FF;25/03/2023;7;0,119;R
ES0021000004465414FF;25/03/2023;8;0,146;R
ES0021000004465414FF;25/03/2023;9;0,264;R
ES0021000004465414FF;25/03/2023;10;0,293;R
ES0021000004465414FF;25/03/2023;11;0,422;R
ES0021000004465414FF;25/03/2023;12;0,488;R
ES0021000004465414FF;25/03/2023;13;0,807;R
ES0021000004465414FF;25/03/2023;14;1,142;R
ES0021000004465414FF;25/03/2023;15;1,64;R
ES0021000004465414FF;25/03/2023;16;0,897;R
ES0021000004465414FF;25/03/2023;17;0,756;R
ES0021000004465414FF;25/03/2023;18;0,596;R
ES0021000004465414FF;25/03/2023;19;0,512;R
ES0021000004465414FF;25/03/2023;20;0,374;R
ES0021000004465414FF;25/03/2023;21;0,342;R
ES0021000004465414FF;25/03/2023;22;0,536;R
ES0021000004465414FF;25/03/2023;23;0,571;R
ES0021000004465414FF;25/03/2023;24;0,863;R
ES0021000004465414FF;26/03/2023;1;0,524;R
ES0021000004465414FF;26/03/2023;2;0,397;R
ES0021000004465414FF;26/03/2023;3;0,113;R
ES0021000004465414FF;26/03/2023;4;0,108;R
ES0021000004465414FF;26/03/2023;5;0,148;R
ES0021000004465414FF;26/03/2023;6;0,12;R
ES0021000004465414FF;26/03/2023;7;0,111;R
ES0021000004465414FF;26/03/2023;8;0,131;R
ES0021000004465414FF;26/03/2023;9;0,151;R
ES0021000004465414FF;26/03/2023;10;0,411;R
ES0021000004465414FF;26/03/2023;11;0,537;R
ES0021000004465414FF;26/03/2023;12;1,093;R
ES0021000004465414FF;26/03/2023;13;0,83;R
ES0021000004465414FF;26/03/2023;14;1,361;R
ES0021000004465414FF;26/03/2023;15;1,214;R
ES0021000004465414FF;26/03/2023;16;0,702;R
ES0021000004465414FF;26/03/2023;17;0,837;R
ES0021000004465414FF;26/03/2023;18;0,691;R
ES0021000004465414FF;26/03/2023;19;0,524;R
ES0021000004465414FF;26/03/2023;20;0,655;R
ES0021000004465414FF;26/03/2023;21;1,389;R
ES0021000004465414FF;26/03/2023;22;0,967;R
ES0021000004465414FF;26/03/2023;23;0,799;R
ES0021000004465414FF;27/03/2023;1;0,624;R
ES0021000004465414FF;27/03/2023;2;0,3;R
ES0021000004465414FF;27/03/2023;3;0,147;R
ES0021000004465414FF;27/03/2023;4;0,157;R
ES0021000004465414FF;27/03/2023;5;0,195;R
ES0021000004465414FF;27/03/2023;6;0,196;R
ES0021000004465414FF;27/03/2023;7;0,309;R
ES0021000004465414FF;27/03/2023;8;0,231;R
ES0021000004465414FF;27/03/2023;9;0,345;R
ES0021000004465414FF;27/03/2023;10;0,123;R
ES0021000004465414FF;27/03/2023;11;0,158;R
ES0021000004465414FF;27/03/2023;12;0,105;R
ES0021000004465414FF;27/03/2023;13;0,169;R
ES0021000004465414FF;27/03/2023;14;0,329;R
ES0021000004465414FF;27/03/2023;15;0,638;R
ES0021000004465414FF;27/03/2023;16;0,53;R
ES0021000004465414FF;27/03/2023;17;0,361;R
ES0021000004465414FF;27/03/2023;18;0,376;R
ES0021000004465414FF;27/03/2023;19;0,432;R
ES0021000004465414FF;27/03/2023;20;0,841;R
ES0021000004465414FF;27/03/2023;21;0,407;R
ES0021000004465414FF;27/03/2023;22;0,531;R
ES0021000004465414FF;27/03/2023;23;0,57;R
ES0021000004465414FF;27/03/2023;24;0,474;R
ES0021000004465414FF;28/03/2023;1;0,389;R
ES0021000004465414FF;28/03/2023;2;0,233;R
ES0021000004465414FF;28/03/2023;3;0,094;R
ES0021000004465414FF;28/03/2023;4;0,117;R
ES0021000004465414FF;28/03/2023;5;0,153;R
ES0021000004465414FF;28/03/2023;6;0,114;R
ES0021000004465414FF;28/03/2023;7;0,307;R
ES0021000004465414FF;28/03/2023;8;0,28;R
ES0021000004465414FF;28/03/2023;9;0,272;R
ES0021000004465414FF;28/03/2023;10;0,173;R
ES0021000004465414FF;28/03/2023;11;0,439;R
ES0021000004465414FF;28/03/2023;12;0,502;R
ES0021000004465414FF;28/03/2023;13;0,483;R
ES0021000004465414FF;28/03/2023;14;0,466;R
ES0021000004465414FF;28/03/2023;15;0,963;R
ES0021000004465414FF;28/03/2023;16;0,575;R
ES0021000004465414FF;28/03/2023;17;0,407;R
ES0021000004465414FF;28/03/2023;18;0,224;R
ES0021000004465414FF;28/03/2023;19;0,386;R
ES0021000004465414FF;28/03/2023;20;0,393;R
ES0021000004465414FF;28/03/2023;21;0,489;R
ES0021000004465414FF;28/03/2023;22;1,458;R
ES0021000004465414FF;28/03/2023;23;1,397;R
ES0021000004465414FF;28/03/2023;24;0,734;R
ES0021000004465414FF;29/03/2023;1;0,488;R
ES0021000004465414FF;29/03/2023;2;0,375;R
ES0021000004465414FF;29/03/2023;3;0,35;R
ES0021000004465414FF;29/03/2023;4;0,186;R
ES0021000004465414FF;29/03/2023;5;0,111;R
ES0021000004465414FF;29/03/2023;6;0,101;R
ES0021000004465414FF;29/03/2023;7;0,399;R
ES0021000004465414FF;29/03/2023;8;0,153;R
ES0021000004465414FF;29/03/2023;9;0,102;R
ES0021000004465414FF;29/03/2023;10;0,17;R
ES0021000004465414FF;29/03/2023;11;0,271;R
ES0021000004465414FF;29/03/2023;12;0,294;R
ES0021000004465414FF;29/03/2023;13;0,679;R
ES0021000004465414FF;29/03/2023;14;0,397;R
ES0021000004465414FF;29/03/2023;15;0,56;R
ES0021000004465414FF;29/03/2023;16;0,755;R
ES0021000004465414FF;29/03/2023;17;0,349;R
ES0021000004465414FF;29/03/2023;18;0,429;R
ES0021000004465414FF;29/03/2023;19;0,525;R
ES0021000004465414FF;29/03/2023;20;0,383;R
ES0021000004465414FF;29/03/2023;21;0,513;R
ES0021000004465414FF;29/03/2023;22;1,409;R
ES0021000004465414FF;29/03/2023;23;0,826;R
ES0021000004465414FF;29/03/2023;24;0,529;R
ES0021000004465414FF;30/03/2023;1;0,374;R
ES0021000004465414FF;30/03/2023;2;0,101;R
ES0021000004465414FF;30/03/2023;3;0,122;R
ES0021000004465414FF;30/03/2023;4;0,11;R
ES0021000004465414FF;30/03/2023;5;0,118;R
ES0021000004465414FF;30/03/2023;6;0,242;R
ES0021000004465414FF;30/03/2023;7;0,728;R
ES0021000004465414FF;30/03/2023;8;0,215;R
ES0021000004465414FF;30/03/2023;9;0,159;R
ES0021000004465414FF;30/03/2023;10;0,257;R
ES0021000004465414FF;30/03/2023;11;0,345;R
ES0021000004465414FF;30/03/2023;12;0,505;R
ES0021000004465414FF;30/03/2023;13;0,319;R
ES0021000004465414FF;30/03/2023;14;0,318;R
ES0021000004465414FF;30/03/2023;15;0,367;R
ES0021000004465414FF;30/03/2023;16;0,535;R
ES0021000004465414FF;30/03/2023;17;0,614;R
ES0021000004465414FF;30/03/2023;18;0,322;R
ES0021000004465414FF;30/03/2023;19;0,237;R
ES0021000004465414FF;30/03/2023;20;0,334;R
ES0021000004465414FF;30/03/2023;21;0,53;R
ES0021000004465414FF;30/03/2023;22;0,844;R
ES0021000004465414FF;30/03/2023;23;0,588;R
ES0021000004465414FF;30/03/2023;24;0,92;R
ES0021000004465414FF;31/03/2023;1;0,842;R
ES0021000004465414FF;31/03/2023;2;0,163;R
ES0021000004465414FF;31/03/2023;3;0,126;R
ES0021000004465414FF;31/03/2023;4;0,137;R
ES0021000004465414FF;31/03/2023;5;0,122;R
ES0021000004465414FF;31/03/2023;6;0,103;R
ES0021000004465414FF;31/03/2023;7;0,234;R
ES0021000004465414FF;31/03/2023;8;0,266;R
ES0021000004465414FF;31/03/2023;9;0,18;R
ES0021000004465414FF;31/03/2023;10;0,491;R
ES0021000004465414FF;31/03/2023;11;0,464;R
ES0021000004465414FF;31/03/2023;12;0,574;R
ES0021000004465414FF;31/03/2023;13;0,664;R
ES0021000004465414FF;31/03/2023;14;0,718;R
ES0021000004465414FF;31/03/2023;15;1,282;R
ES0021000004465414FF;31/03/2023;16;0,937;R
ES0021000004465414FF;31/03/2023;17;0,759;R
ES0021000004465414FF;31/03/2023;18;0,555;R
ES0021000004465414FF;31/03/2023;19;0,496;R
ES0021000004465414FF;31/03/2023;20;0,68;R
ES0021000004465414FF;31/03/2023;21;0,614;R
ES0021000004465414FF;31/03/2023;22;0,738;R
ES0021000004465414FF;31/03/2023;23;0,912;R
ES0021000004465414FF;31/03/2023;24;0,806;R
ES0021000004465414FF;01/04/2023;1;0,485;R
ES0021000004465414FF;01/04/2023;2;0,197;R
ES0021000004465414FF;01/04/2023;3;0,169;R
ES0021000004465414FF;01/04/2023;4;0,132;R
ES0021000004465414FF;01/04/2023;5;0,167;R
ES0021000004465414FF;01/04/2023;6;0,131;R
ES0021000004465414FF;01/04/2023;7;0,122;R
ES0021000004465414FF;01/04/2023;8;0,247;R
ES0021000004465414FF;01/04/2023;9;0,198;R
ES0021000004465414FF;01/04/2023;10;0,198;R
ES0021000004465414FF;01/04/2023;11;0,708;R
ES0021000004465414FF;01/04/2023;12;0,45;R
ES0021000004465414FF;01/04/2023;13;0,487;R
ES0021000004465414FF;01/04/2023;14;1,119;R
ES0021000004465414FF;01/04/2023;15;1,34;R
ES0021000004465414FF;01/04/2023;16;0,86;R
ES0021000004465414FF;01/04/2023;17;0,454;R
ES0021000004465414FF;01/04/2023;18;0,4;R
ES0021000004465414FF;01/04/2023;19;0,318;R
ES0021000004465414FF;01/04/2023;20;0,547;R
ES0021000004465414FF;01/04/2023;21;0,98;R
ES0021000004465414FF;01/04/2023;22;0,512;R
ES0021000004465414FF;01/04/2023;23;0,503;R
ES0021000004465414FF;01/04/2023;24;1,344;R
ES0021000004465414FF;02/04/2023;1;0,804;R
ES0021000004465414FF;02/04/2023;2;0,573;R
ES0021000004465414FF;02/04/2023;3;0,133;R
ES0021000004465414FF;02/04/2023;4;0,139;R
ES0021000004465414FF;02/04/2023;5;0,146;R
ES0021000004465414FF;02/04/2023;6;0,105;R
ES0021000004465414FF;02/04/2023;7;0,154;R
ES0021000004465414FF;02/04/2023;8;0,117;R
ES0021000004465414FF;02/04/2023;9;0,099;R
ES0021000004465414FF;02/04/2023;10;0,19;R
ES0021000004465414FF;02/04/2023;11;0,303;R
ES0021000004465414FF;02/04/2023;12;0,498;R
ES0021000004465414FF;02/04/2023;13;0,572;R
ES0021000004465414FF;02/04/2023;14;0,435;R
ES0021000004465414FF;02/04/2023;15;0,669;R
ES0021000004465414FF;02/04/2023;16;1,64;R
ES0021000004465414FF;02/04/2023;17;0,586;R
ES0021000004465414FF;02/04/2023;18;0,713;R
ES0021000004465414FF;02/04/2023;19;0,667;R
ES0021000004465414FF;02/04/2023;20;0,707;R
ES0021000004465414FF;02/04/2023;21;0,725;R
ES0021000004465414FF;02/04/2023;22;0,935;R
ES0021000004465414FF;02/04/2023;23;1,652;R
ES0021000004465414FF;02/04/2023;24;0,674;R
ES0021000004465414FF;03/04/2023;1;0,595;R
ES0021000004465414FF;03/04/2023;2;0,202;R
ES0021000004465414FF;03/04/2023;3;0,11;R
