Fecha de la medida;Hora de la medida;Medida de la magnitud activa entrante;Método de obtención
02/09/2023;5;63;R
02/09/2023;6;57;R
02/09/2023;7;55;R
02/09/2023;8;105;R
02/09/2023;9;117;R
02/09/2023;10;115;R
02/09/2023;11;138;R
02/09/2023;12;233;R
02/09/2023;13;129;R
02/09/2023;14;97;R
02/09/2023;15;309;R
02/09/2023;16;121;R
02/09/2023;17;537;R
02/09/2023;18;392;R
02/09/2023;19;134;R
02/09/2023;20;114;R
02/09/2023;21;163;R
02/09/2023;22;64;R
02/09/2023;23;102;R
02/09/2023;24;121;R
03/09/2023;1;65;R
03/09/2023;2;58;R
03/09/2023;3;53;R
03/09/2023;4;55;R
03/09/2023;5;52;R
03/09/2023;6;52;R
03/09/2023;7;88;R
03/09/2023;8;153;R
03/09/2023;9;117;R
03/09/2023;10;183;R
03/09/2023;11;94;R
03/09/2023;12;128;R
03/09/2023;13;119;R
03/09/2023;14;741;R
03/09/2023;15;513;R
03/09/2023;16;82;R
03/09/2023;17;98;R
03/09/2023;18;95;R
03/09/2023;19;116;R
03/09/2023;20;170;R
03/09/2023;21;215;R
03/09/2023;22;538;R
03/09/2023;23;140;R
03/09/2023;24;76;R
04/09/2023;1;58;R
04/09/2023;2;54;R
04/09/2023;3;53;R
04/09/2023;4;56;R
04/09/2023;5;53;R
04/09/2023;6;53;R
04/09/2023;7;53;R
04/09/2023;8;137;R
04/09/2023;9;233;R
04/09/2023;10;106;R
04/09/2023;11;98;R
04/09/2023;12;63;R
04/09/2023;13;80;R
04/09/2023;14;121;R
04/09/2023;15;424;R
04/09/2023;16;115;R
04/09/2023;17;192;R
04/09/2023;18;138;R
04/09/2023;19;130;R
04/09/2023;20;131;R
04/09/2023;21;134;R
04/09/2023;22;581;R
04/09/2023;23;160;R
04/09/2023;24;106;R
05/09/2023;1;59;R
05/09/2023;2;59;R
05/09/2023;3;57;R
05/09/2023;4;53;R
05/09/2023;5;60;R
05/09/2023;6;53;R
05/09/2023;7;102;R
05/09/2023;8;122;R
05/09/2023;9;279;R
05/09/2023;10;109;R
05/09/2023;11;68;R
05/09/2023;12;53;R
05/09/2023;13;55;R
05/09/2023;14;67;R
05/09/2023;15;466;R
05/09/2023;16;114;R
05/09/2023;17;78;R
05/09/2023;18;129;R
05/09/2023;19;133;R
05/09/2023;20;150;R
05/09/2023;21;155;R
05/09/2023;22;67;R
05/09/2023;23;117;R
05/09/2023;24;89;R
06/09/2023;1;53;R
06/09/2023;2;57;R
06/09/2023;3;53;R
06/09/2023;4;53;R
06/09/2023;5;53;R
06/09/2023;6;55;R
06/09/2023;7;53;R
06/09/2023;8;84;R
06/09/2023;9;152;R
06/09/2023;10;198;R
06/09/2023;11;57;R
06/09/2023;12;74;R
06/09/2023;13;52;R
06/09/2023;14;52;R
06/09/2023;15;253;R
06/09/2023;16;128;R
06/09/2023;17;171;R
06/09/2023;18;160;R
06/09/2023;19;141;R
06/09/2023;20;130;R
06/09/2023;21;300;R
06/09/2023;22;683;R
06/09/2023;23;165;R
06/09/2023;24;96;R
07/09/2023;1;61;R
07/09/2023;2;59;R
07/09/2023;3;58;R
07/09/2023;4;61;R
07/09/2023;5;59;R
07/09/2023;6;59;R
07/09/2023;7;55;R
07/09/2023;8;70;R
07/09/2023;9;230;R
07/09/2023;10;71;R
07/09/2023;11;52;R
07/09/2023;12;53;R
07/09/2023;13;56;R
07/09/2023;14;54;R
07/09/2023;15;242;R
07/09/2023;16;255;R
07/09/2023;17;98;R
07/09/2023;18;146;R
07/09/2023;19;155;R
07/09/2023;20;63;R
07/09/2023;21;64;R
07/09/2023;22;538;R
07/09/2023;23;152;R
07/09/2023;24;108;R
08/09/2023;1;69;R
08/09/2023;2;59;R
08/09/2023;3;58;R
08/09/2023;4;63;R
08/09/2023;5;111;R
08/09/2023;6;71;R
08/09/2023;7;63;R
08/09/2023;8;61;R
08/09/2023;9;864;R
08/09/2023;10;135;R
08/09/2023;11;59;R
08/09/2023;12;56;R
08/09/2023;13;55;R
08/09/2023;14;55;R
08/09/2023;15;505;R
08/09/2023;16;383;R
08/09/2023;17;242;R
08/09/2023;18;212;R
08/09/2023;19;279;R
08/09/2023;20;501;R
08/09/2023;21;290;R
08/09/2023;22;223;R
08/09/2023;23;178;R
08/09/2023;24;580;R
09/09/2023;1;113;R
09/09/2023;2;273;R
09/09/2023;3;76;R
09/09/2023;4;61;R
09/09/2023;5;67;R
09/09/2023;6;61;R
09/09/2023;7;59;R
09/09/2023;8;69;R
09/09/2023;9;132;R
09/09/2023;10;345;R
09/09/2023;11;796;R
09/09/2023;12;545;R
09/09/2023;13;213;R
09/09/2023;14;986;R
09/09/2023;15;208;R
09/09/2023;16;153;R
09/09/2023;17;68;R
09/09/2023;18;62;R
09/09/2023;19;64;R
09/09/2023;20;64;R
09/09/2023;21;63;R
09/09/2023;22;59;R
09/09/2023;23;58;R
09/09/2023;24;62;R
10/09/2023;1;60;R
10/09/2023;2;61;R
10/09/2023;3;58;R
10/09/2023;4;61;R
10/09/2023;5;59;R
10/09/2023;6;56;R
10/09/2023;7;54;R
10/09/2023;8;57;R
10/09/2023;9;59;R
10/09/2023;10;58;R
10/09/2023;11;55;R
10/09/2023;12;58;R
10/09/2023;13;61;R
10/09/2023;14;102;R
10/09/2023;15;76;R
10/09/2023;16;62;R
10/09/2023;17;60;R
10/09/2023;18;61;R
10/09/2023;19;59;R
10/09/2023;20;56;R
10/09/2023;21;114;R
10/09/2023;22;133;R
10/09/2023;23;106;R
10/09/2023;24;64;R
11/09/2023;1;56;R
11/09/2023;2;58;R
11/09/2023;3;54;R
11/09/2023;4;62;R
11/09/2023;5;52;R
11/09/2023;6;53;R
11/09/2023;7;53;R
11/09/2023;8;145;R
11/09/2023;9;209;R
11/09/2023;10;123;R
11/09/2023;11;104;R
11/09/2023;12;112;R
11/09/2023;13;94;R
11/09/2023;14;201;R
11/09/2023;15;284;R
11/09/2023;16;171;R
11/09/2023;17;151;R
11/09/2023;18;114;R
11/09/2023;19;110;R
11/09/2023;20;155;R
11/09/2023;21;175;R
11/09/2023;22;183;R
11/09/2023;23;124;R
11/09/2023;24;78;R
12/09/2023;1;58;R
12/09/2023;2;57;R
12/09/2023;3;56;R
12/09/2023;4;55;R
12/09/2023;5;60;R
12/09/2023;6;53;R
12/09/2023;7;53;R
12/09/2023;8;142;R
12/09/2023;9;418;R
12/09/2023;10;134;R
12/09/2023;11;52;R
12/09/2023;12;52;R
12/09/2023;13;52;R
12/09/2023;14;52;R
12/09/2023;15;508;R
12/09/2023;16;244;R
12/09/2023;17;85;R
12/09/2023;18;185;R
12/09/2023;19;155;R
12/09/2023;20;916;R
12/09/2023;21;1449;R
12/09/2023;22;1421;R
12/09/2023;23;573;R
12/09/2023;24;74;R
13/09/2023;1;60;R
13/09/2023;2;59;R
13/09/2023;3;54;R
13/09/2023;4;57;R
13/09/2023;5;59;R
13/09/2023;6;54;R
13/09/2023;7;55;R
13/09/2023;8;145;R
13/09/2023;9;328;R
13/09/2023;10;104;R
13/09/2023;11;65;R
13/09/2023;12;116;R
13/09/2023;13;75;R
13/09/2023;14;60;R
13/09/2023;15;484;R
13/09/2023;16;279;R
13/09/2023;17;228;R
13/09/2023;18;1015;R
13/09/2023;19;684;R
13/09/2023;20;263;R
13/09/2023;21;912;R
13/09/2023;22;713;R
13/09/2023;23;190;R
13/09/2023;24;112;R
14/09/2023;1;68;R
14/09/2023;2;68;R
14/09/2023;3;68;R
14/09/2023;4;64;R
14/09/2023;5;66;R
14/09/2023;6;62;R
14/09/2023;7;69;R
14/09/2023;8;195;R
14/09/2023;9;413;R
14/09/2023;10;166;R
14/09/2023;11;245;R
14/09/2023;12;185;R
14/09/2023;13;488;R
14/09/2023;14;274;R
14/09/2023;15;55;R
14/09/2023;16;55;R
14/09/2023;17;52;R
14/09/2023;18;53;R
14/09/2023;19;53;R
14/09/2023;20;53;R
14/09/2023;21;55;R
14/09/2023;22;56;R
14/09/2023;23;57;R
14/09/2023;24;56;R
