P (kW);Time
0.0;2018-02-02 22:10:00
0.0;2018-02-02 23:10:00
0.0;2018-02-03 00:10:00
0.0;2018-02-03 01:10:00
0.0;2018-02-03 02:10:00
0.0;2018-02-03 03:10:00
0.0;2018-02-03 04:10:00
0.0;2018-02-03 05:10:00
0.0;2018-02-03 06:10:00
0.0;2018-02-03 07:10:00
0.017410000000000002;2018-02-03 08:10:00
0.47487999999999997;2018-02-03 09:10:00
0.5393;2018-02-03 10:10:00
0.75534;2018-02-03 11:10:00
0.79007;2018-02-03 12:10:00
0.79049;2018-02-03 13:10:00
0.6954199999999999;2018-02-03 14:10:00
0.35973;2018-02-03 15:10:00
0.16892;2018-02-03 16:10:00
0.0020299999999999;2018-02-03 17:10:00
0.0;2018-02-03 18:10:00
0.0;2018-02-03 19:10:00
0.0;2018-02-03 20:10:00
0.0;2018-02-03 21:10:00
0.0;2018-02-03 22:10:00
0.0;2018-02-03 23:10:00
0.0;2018-02-04 00:10:00
0.0;2018-02-04 01:10:00
0.0;2018-02-04 02:10:00
0.0;2018-02-04 03:10:00
0.0;2018-02-04 04:10:00
0.0;2018-02-04 05:10:00
0.0;2018-02-04 06:10:00
0.0;2018-02-04 07:10:00
0.00261;2018-02-04 08:10:00
0.1883899999999999;2018-02-04 09:10:00
0.05128;2018-02-04 10:10:00
0.15594;2018-02-04 11:10:00
0.06877999999999998;2018-02-04 12:10:00
0.04557;2018-02-04 13:10:00
0.06085;2018-02-04 14:10:00
0.0770999999999999;2018-02-04 15:10:00
0.09589;2018-02-04 16:10:00
0.0;2018-02-04 17:10:00
0.0;2018-02-04 18:10:00
0.0;2018-02-04 19:10:00
0.0;2018-02-04 20:10:00
0.0;2018-02-04 21:10:00
0.0;2018-02-04 22:10:00
0.0;2018-02-04 23:10:00
0.0;2018-02-05 00:10:00
0.0;2018-02-05 01:10:00
0.0;2018-02-05 02:10:00
0.0;2018-02-05 03:10:00
0.0;2018-02-05 04:10:00
0.0;2018-02-05 05:10:00
0.0;2018-02-05 06:10:00
0.0;2018-02-05 07:10:00
0.0237399999999999;2018-02-05 08:10:00
0.035;2018-02-05 09:10:00
0.0571;2018-02-05 10:10:00
0.047490000000000004;2018-02-05 11:10:00
0.054630000000000005;2018-02-05 12:10:00
0.16529;2018-02-05 13:10:00
0.06569;2018-02-05 14:10:00
0.08036;2018-02-05 15:10:00
0.15666;2018-02-05 16:10:00
0.0026;2018-02-05 17:10:00
0.0;2018-02-05 18:10:00
0.0;2018-02-05 19:10:00
0.0;2018-02-05 20:10:00
0.0;2018-02-05 21:10:00
0.0;2018-02-05 22:10:00
0.0;2018-02-05 23:10:00
0.0;2018-02-06 00:10:00
0.0;2018-02-06 01:10:00
0.0;2018-02-06 02:10:00
0.0;2018-02-06 03:10:00
0.0;2018-02-06 04:10:00
0.0;2018-02-06 05:10:00
0.0;2018-02-06 06:10:00
0.0;2018-02-06 07:10:00
0.27643;2018-02-06 08:10:00
0.54573;2018-02-06 09:10:00
0.71329;2018-02-06 10:10:00
0.82636;2018-02-06 11:10:00
0.85725;2018-02-06 12:10:00
0.85336;2018-02-06 13:10:00
0.54771;2018-02-06 14:10:00
0.6103200000000001;2018-02-06 15:10:00
0.2159;2018-02-06 16:10:00
0.0754;2018-02-06 17:10:00
0.0;2018-02-06 18:10:00
0.0;2018-02-06 19:10:00
0.0;2018-02-06 20:10:00
0.0;2018-02-06 21:10:00
0.0;2018-02-06 22:10:00
0.0;2018-02-06 23:10:00
0.0;2018-02-07 00:10:00
0.0;2018-02-07 01:10:00
0.0;2018-02-07 02:10:00
0.0;2018-02-07 03:10:00
0.0;2018-02-07 04:10:00
0.0;2018-02-07 05:10:00
0.0;2018-02-07 06:10:00
0.0;2018-02-07 07:10:00
0.18718;2018-02-07 08:10:00
0.51983;2018-02-07 09:10:00
0.6973400000000001;2018-02-07 10:10:00
0.55983;2018-02-07 11:10:00
0.7583;2018-02-07 12:10:00
0.11169;2018-02-07 13:10:00
0.19822;2018-02-07 14:10:00
0.15137;2018-02-07 15:10:00
0.11278;2018-02-07 16:10:00
0.04177;2018-02-07 17:10:00
0.0;2018-02-07 18:10:00
0.0;2018-02-07 19:10:00
0.0;2018-02-07 20:10:00
0.0;2018-02-07 21:10:00
0.0;2018-02-07 22:10:00
0.0;2018-02-07 23:10:00
0.0;2018-02-08 00:10:00
0.0;2018-02-08 01:10:00
0.0;2018-02-08 02:10:00
0.0;2018-02-08 03:10:00
0.0;2018-02-08 04:10:00
0.0;2018-02-08 05:10:00
0.0;2018-02-08 06:10:00
0.0;2018-02-08 07:10:00
0.19129;2018-02-08 08:10:00
0.51839;2018-02-08 09:10:00
0.70715;2018-02-08 10:10:00
0.80665;2018-02-08 11:10:00
0.84434;2018-02-08 12:10:00
0.63875;2018-02-08 13:10:00
0.30129;2018-02-08 14:10:00
0.14758;2018-02-08 15:10:00
0.21527000000000002;2018-02-08 16:10:00
0.05825;2018-02-08 17:10:00
0.0;2018-02-08 18:10:00
0.0;2018-02-08 19:10:00
0.0;2018-02-08 20:10:00
0.0;2018-02-08 21:10:00
0.0;2018-02-08 22:10:00
0.0;2018-02-08 23:10:00
0.0;2018-02-09 00:10:00
0.0;2018-02-09 01:10:00
0.0;2018-02-09 02:10:00
0.0;2018-02-09 03:10:00
0.0;2018-02-09 04:10:00
0.0;2018-02-09 05:10:00
0.0;2018-02-09 06:10:00
0.0;2018-02-09 07:10:00
0.12509;2018-02-09 08:10:00
0.30836;2018-02-09 09:10:00
0.12187;2018-02-09 10:10:00
0.76098;2018-02-09 11:10:00
0.81023;2018-02-09 12:10:00
0.80387;2018-02-09 13:10:00
0.70537;2018-02-09 14:10:00
0.39543;2018-02-09 15:10:00
0.15465;2018-02-09 16:10:00
0.04914;2018-02-09 17:10:00
0.0;2018-02-09 18:10:00
0.0;2018-02-09 19:10:00
0.0;2018-02-09 20:10:00
0.0;2018-02-09 21:10:00
0.0;2018-02-09 22:10:00
0.0;2018-02-09 23:10:00
0.0;2018-02-10 00:10:00
0.0;2018-02-10 01:10:00
0.0;2018-02-10 02:10:00
0.0;2018-02-10 03:10:00
0.0;2018-02-10 04:10:00
0.0;2018-02-10 05:10:00
0.0;2018-02-10 06:10:00
0.0;2018-02-10 07:10:00
0.16615;2018-02-10 08:10:00
0.49877;2018-02-10 09:10:00
0.67344;2018-02-10 10:10:00
0.78412;2018-02-10 11:10:00
0.46185000000000004;2018-02-10 12:10:00
0.73582;2018-02-10 13:10:00
0.5041;2018-02-10 14:10:00
0.5825;2018-02-10 15:10:00
0.37598000000000004;2018-02-10 16:10:00
0.08255;2018-02-10 17:10:00
0.0;2018-02-10 18:10:00
0.0;2018-02-10 19:10:00
0.0;2018-02-10 20:10:00
0.0;2018-02-10 21:10:00
0.0;2018-02-10 22:10:00
0.0;2018-02-10 23:10:00
0.0;2018-02-11 00:10:00
0.0;2018-02-11 01:10:00
0.0;2018-02-11 02:10:00
0.0;2018-02-11 03:10:00
0.0;2018-02-11 04:10:00
0.0;2018-02-11 05:10:00
0.0;2018-02-11 06:10:00
0.0;2018-02-11 07:10:00
0.18147;2018-02-11 08:10:00
0.37289;2018-02-11 09:10:00
0.61807;2018-02-11 10:10:00
0.6104299999999999;2018-02-11 11:10:00
0.7612599999999999;2018-02-11 12:10:00
0.67696;2018-02-11 13:10:00
0.58235;2018-02-11 14:10:00
0.5855;2018-02-11 15:10:00
0.3039599999999999;2018-02-11 16:10:00
0.01281;2018-02-11 17:10:00
0.0;2018-02-11 18:10:00
0.0;2018-02-11 19:10:00
0.0;2018-02-11 20:10:00
0.0;2018-02-11 21:10:00
0.0;2018-02-11 22:10:00
0.0;2018-02-11 23:10:00
0.0;2018-02-12 00:10:00
0.0;2018-02-12 01:10:00
0.0;2018-02-12 02:10:00
0.0;2018-02-12 03:10:00
0.0;2018-02-12 04:10:00
0.0;2018-02-12 05:10:00
0.0;2018-02-12 06:10:00
0.0;2018-02-12 07:10:00
0.03037;2018-02-12 08:10:00
0.08123;2018-02-12 09:10:00
0.18324000000000001;2018-02-12 10:10:00
0.35385;2018-02-12 11:10:00
0.69469;2018-02-12 12:10:00
0.6033099999999999;2018-02-12 13:10:00
0.33086;2018-02-12 14:10:00
0.4380199999999999;2018-02-12 15:10:00
0.37105;2018-02-12 16:10:00
0.09118000000000001;2018-02-12 17:10:00
0.0;2018-02-12 18:10:00
0.0;2018-02-12 19:10:00
0.0;2018-02-12 20:10:00
0.0;2018-02-12 21:10:00
0.0;2018-02-12 22:10:00
0.0;2018-02-12 23:10:00
0.0;2018-02-13 00:10:00
0.0;2018-02-13 01:10:00
0.0;2018-02-13 02:10:00
0.0;2018-02-13 03:10:00
0.0;2018-02-13 04:10:00
0.0;2018-02-13 05:10:00
0.0;2018-02-13 06:10:00
0.0;2018-02-13 07:10:00
0.10068;2018-02-13 08:10:00
0.4709;2018-02-13 09:10:00
0.48301;2018-02-13 10:10:00
0.71645;2018-02-13 11:10:00
0.79665;2018-02-13 12:10:00
0.67979;2018-02-13 13:10:00
0.20981;2018-02-13 14:10:00
0.14705;2018-02-13 15:10:00
0.05742;2018-02-13 16:10:00
0.08503;2018-02-13 17:10:00
0.0;2018-02-13 18:10:00
0.0;2018-02-13 19:10:00
0.0;2018-02-13 20:10:00
0.0;2018-02-13 21:10:00
0.0;2018-02-13 22:10:00
0.0;2018-02-13 23:10:00
0.0;2018-02-14 00:10:00
0.0;2018-02-14 01:10:00
0.0;2018-02-14 02:10:00
0.0;2018-02-14 03:10:00
0.0;2018-02-14 04:10:00
0.0;2018-02-14 05:10:00
0.0;2018-02-14 06:10:00
0.0;2018-02-14 07:10:00
0.0370799999999999;2018-02-14 08:10:00
0.13323;2018-02-14 09:10:00
0.17715;2018-02-14 10:10:00
0.18092;2018-02-14 11:10:00
0.3314499999999999;2018-02-14 12:10:00
0.20968;2018-02-14 13:10:00
0.2276699999999999;2018-02-14 14:10:00
0.27387;2018-02-14 15:10:00
0.13202;2018-02-14 16:10:00
0.0190399999999999;2018-02-14 17:10:00
0.0;2018-02-14 18:10:00
0.0;2018-02-14 19:10:00
0.0;2018-02-14 20:10:00
0.0;2018-02-14 21:10:00
0.0;2018-02-14 22:10:00
0.0;2018-02-14 23:10:00
0.0;2018-02-15 00:10:00
0.0;2018-02-15 01:10:00
0.0;2018-02-15 02:10:00
0.0;2018-02-15 03:10:00
0.0;2018-02-15 04:10:00
0.0;2018-02-15 05:10:00
0.0;2018-02-15 06:10:00
0.0;2018-02-15 07:10:00
0.04993;2018-02-15 08:10:00
0.06893;2018-02-15 09:10:00
0.0588;2018-02-15 10:10:00
0.06678;2018-02-15 11:10:00
0.0764;2018-02-15 12:10:00
0.07762;2018-02-15 13:10:00
0.15006;2018-02-15 14:10:00
0.0917999999999999;2018-02-15 15:10:00
0.18528;2018-02-15 16:10:00
0.07218;2018-02-15 17:10:00
0.0;2018-02-15 18:10:00
0.0;2018-02-15 19:10:00
0.0;2018-02-15 20:10:00
0.0;2018-02-15 21:10:00
0.0;2018-02-15 22:10:00
0.0;2018-02-15 23:10:00
0.0;2018-02-16 00:10:00
0.0;2018-02-16 01:10:00
0.0;2018-02-16 02:10:00
0.0;2018-02-16 03:10:00
0.0;2018-02-16 04:10:00
0.0;2018-02-16 05:10:00
0.0;2018-02-16 06:10:00
0.0;2018-02-16 07:10:00
0.13973;2018-02-16 08:10:00
0.06867;2018-02-16 09:10:00
0.25402;2018-02-16 10:10:00
0.6879500000000001;2018-02-16 11:10:00
0.8004199999999999;2018-02-16 12:10:00
0.78488;2018-02-16 13:10:00
0.50794;2018-02-16 14:10:00
0.5140399999999999;2018-02-16 15:10:00
0.33548;2018-02-16 16:10:00
0.09451000000000001;2018-02-16 17:10:00
0.0;2018-02-16 18:10:00
0.0;2018-02-16 19:10:00
0.0;2018-02-16 20:10:00
0.0;2018-02-16 21:10:00
0.0;2018-02-16 22:10:00
0.0;2018-02-16 23:10:00
0.0;2018-02-17 00:10:00
0.0;2018-02-17 01:10:00
0.0;2018-02-17 02:10:00
0.0;2018-02-17 03:10:00
0.0;2018-02-17 04:10:00
0.0;2018-02-17 05:10:00
0.0;2018-02-17 06:10:00
0.0;2018-02-17 07:10:00
0.03968;2018-02-17 08:10:00
0.01666;2018-02-17 09:10:00
0.55701;2018-02-17 10:10:00
0.44825;2018-02-17 11:10:00
0.736;2018-02-17 12:10:00
0.7863;2018-02-17 13:10:00
0.20879;2018-02-17 14:10:00
0.1381399999999999;2018-02-17 15:10:00
0.04887;2018-02-17 16:10:00
0.02109;2018-02-17 17:10:00
0.0;2018-02-17 18:10:00
0.0;2018-02-17 19:10:00
0.0;2018-02-17 20:10:00
0.0;2018-02-17 21:10:00
0.0;2018-02-17 22:10:00
0.0;2018-02-17 23:10:00
0.0;2018-02-18 00:10:00
0.0;2018-02-18 01:10:00
0.0;2018-02-18 02:10:00
0.0;2018-02-18 03:10:00
0.0;2018-02-18 04:10:00
0.0;2018-02-18 05:10:00
0.0;2018-02-18 06:10:00
0.0;2018-02-18 07:10:00
0.22254;2018-02-18 08:10:00
0.52388;2018-02-18 09:10:00
0.69228;2018-02-18 10:10:00
0.77488;2018-02-18 11:10:00
0.8387;2018-02-18 12:10:00
0.83423;2018-02-18 13:10:00
0.75527;2018-02-18 14:10:00
0.60214;2018-02-18 15:10:00
0.40199;2018-02-18 16:10:00
0.12434999999999992;2018-02-18 17:10:00
0.0;2018-02-18 18:10:00
0.0;2018-02-18 19:10:00
0.0;2018-02-18 20:10:00
0.0;2018-02-18 21:10:00
0.0;2018-02-18 22:10:00
0.0;2018-02-18 23:10:00
0.0;2018-02-19 00:10:00
0.0;2018-02-19 01:10:00
0.0;2018-02-19 02:10:00
0.0;2018-02-19 03:10:00
0.0;2018-02-19 04:10:00
0.0;2018-02-19 05:10:00
0.0;2018-02-19 06:10:00
0.0;2018-02-19 07:10:00
0.11184000000000001;2018-02-19 08:10:00
0.49061;2018-02-19 09:10:00
0.6375;2018-02-19 10:10:00
0.61442;2018-02-19 11:10:00
0.8287599999999999;2018-02-19 12:10:00
0.77965;2018-02-19 13:10:00
0.36704000000000003;2018-02-19 14:10:00
0.42304;2018-02-19 15:10:00
0.3506;2018-02-19 16:10:00
0.1155699999999999;2018-02-19 17:10:00
0.0;2018-02-19 18:10:00
0.0;2018-02-19 19:10:00
0.0;2018-02-19 20:10:00
0.0;2018-02-19 21:10:00
0.0;2018-02-19 22:10:00
0.0;2018-02-19 23:10:00
0.0;2018-02-20 00:10:00
0.0;2018-02-20 01:10:00
0.0;2018-02-20 02:10:00
0.0;2018-02-20 03:10:00
0.0;2018-02-20 04:10:00
0.0;2018-02-20 05:10:00
0.0;2018-02-20 06:10:00
0.0;2018-02-20 07:10:00
0.20374;2018-02-20 08:10:00
0.52373;2018-02-20 09:10:00
0.7021499999999999;2018-02-20 10:10:00
0.80303;2018-02-20 11:10:00
0.7697200000000001;2018-02-20 12:10:00
0.7651699999999999;2018-02-20 13:10:00
0.43675;2018-02-20 14:10:00
0.53569;2018-02-20 15:10:00
0.35627;2018-02-20 16:10:00
0.12629;2018-02-20 17:10:00
0.0;2018-02-20 18:10:00
0.0;2018-02-20 19:10:00
0.0;2018-02-20 20:10:00
0.0;2018-02-20 21:10:00
0.0;2018-02-20 22:10:00
0.0;2018-02-20 23:10:00
0.0;2018-02-21 00:10:00
0.0;2018-02-21 01:10:00
0.0;2018-02-21 02:10:00
0.0;2018-02-21 03:10:00
0.0;2018-02-21 04:10:00
0.0;2018-02-21 05:10:00
0.0;2018-02-21 06:10:00
0.0;2018-02-21 07:10:00
0.25616;2018-02-21 08:10:00
0.56251;2018-02-21 09:10:00
0.7509199999999999;2018-02-21 10:10:00
0.85025;2018-02-21 11:10:00
0.8333200000000001;2018-02-21 12:10:00
0.50601;2018-02-21 13:10:00
0.72099;2018-02-21 14:10:00
0.60833;2018-02-21 15:10:00
0.35226;2018-02-21 16:10:00
0.13582;2018-02-21 17:10:00
0.0;2018-02-21 18:10:00
0.0;2018-02-21 19:10:00
0.0;2018-02-21 20:10:00
0.0;2018-02-21 21:10:00
0.0;2018-02-21 22:10:00
0.0;2018-02-21 23:10:00
0.0;2018-02-22 00:10:00
0.0;2018-02-22 01:10:00
0.0;2018-02-22 02:10:00
0.0;2018-02-22 03:10:00
0.0;2018-02-22 04:10:00
0.0;2018-02-22 05:10:00
0.0;2018-02-22 06:10:00
0.0;2018-02-22 07:10:00
0.25748000000000004;2018-02-22 08:10:00
0.56124;2018-02-22 09:10:00
0.73763;2018-02-22 10:10:00
0.8417;2018-02-22 11:10:00
0.87272;2018-02-22 12:10:00
0.8485499999999999;2018-02-22 13:10:00
0.7687;2018-02-22 14:10:00
0.5989099999999999;2018-02-22 15:10:00
0.4131;2018-02-22 16:10:00
0.14373;2018-02-22 17:10:00
0.0;2018-02-22 18:10:00
0.0;2018-02-22 19:10:00
0.0;2018-02-22 20:10:00
0.0;2018-02-22 21:10:00
0.0;2018-02-22 22:10:00
0.0;2018-02-22 23:10:00
0.0;2018-02-23 00:10:00
0.0;2018-02-23 01:10:00
0.0;2018-02-23 02:10:00
0.0;2018-02-23 03:10:00
0.0;2018-02-23 04:10:00
0.0;2018-02-23 05:10:00
0.0;2018-02-23 06:10:00
0.0;2018-02-23 07:10:00
0.30667;2018-02-23 08:10:00
0.57472;2018-02-23 09:10:00
0.7465700000000001;2018-02-23 10:10:00
0.8413099999999999;2018-02-23 11:10:00
0.84373;2018-02-23 12:10:00
0.81975;2018-02-23 13:10:00
0.7489;2018-02-23 14:10:00
0.6037100000000001;2018-02-23 15:10:00
0.41348;2018-02-23 16:10:00
0.15486000000000003;2018-02-23 17:10:00
0.0;2018-02-23 18:10:00
0.0;2018-02-23 19:10:00
0.0;2018-02-23 20:10:00
0.0;2018-02-23 21:10:00
0.0;2018-02-23 22:10:00
0.0;2018-02-23 23:10:00
0.0;2018-02-24 00:10:00
0.0;2018-02-24 01:10:00
0.0;2018-02-24 02:10:00
0.0;2018-02-24 03:10:00
0.0;2018-02-24 04:10:00
0.0;2018-02-24 05:10:00
0.0;2018-02-24 06:10:00
0.0;2018-02-24 07:10:00
0.30842;2018-02-24 08:10:00
0.5624199999999999;2018-02-24 09:10:00
0.72935;2018-02-24 10:10:00
0.8288300000000001;2018-02-24 11:10:00
0.85396;2018-02-24 12:10:00
0.83357;2018-02-24 13:10:00
0.75107;2018-02-24 14:10:00
0.604;2018-02-24 15:10:00
0.41099;2018-02-24 16:10:00
0.14796;2018-02-24 17:10:00
0.0;2018-02-24 18:10:00
0.0;2018-02-24 19:10:00
0.0;2018-02-24 20:10:00
0.0;2018-02-24 21:10:00
0.0;2018-02-24 22:10:00
0.0;2018-02-24 23:10:00
0.0;2018-02-25 00:10:00
0.0;2018-02-25 01:10:00
0.0;2018-02-25 02:10:00
0.0;2018-02-25 03:10:00
0.0;2018-02-25 04:10:00
0.0;2018-02-25 05:10:00
0.0;2018-02-25 06:10:00
0.0;2018-02-25 07:10:00
0.30993;2018-02-25 08:10:00
0.5622999999999999;2018-02-25 09:10:00
0.7164299999999999;2018-02-25 10:10:00
0.80886;2018-02-25 11:10:00
0.83672;2018-02-25 12:10:00
0.8179099999999999;2018-02-25 13:10:00
0.73763;2018-02-25 14:10:00
0.58627;2018-02-25 15:10:00
0.39963;2018-02-25 16:10:00
0.14667;2018-02-25 17:10:00
0.0;2018-02-25 18:10:00
0.0;2018-02-25 19:10:00
0.0;2018-02-25 20:10:00
0.0;2018-02-25 21:10:00
0.0;2018-02-25 22:10:00
0.0;2018-02-25 23:10:00
0.0;2018-02-26 00:10:00
0.0;2018-02-26 01:10:00
0.0;2018-02-26 02:10:00
0.0;2018-02-26 03:10:00
0.0;2018-02-26 04:10:00
0.0;2018-02-26 05:10:00
0.0;2018-02-26 06:10:00
0.0;2018-02-26 07:10:00
0.31781;2018-02-26 08:10:00
0.55917;2018-02-26 09:10:00
0.72368;2018-02-26 10:10:00
0.8095;2018-02-26 11:10:00
0.8224400000000001;2018-02-26 12:10:00
0.79414;2018-02-26 13:10:00
0.7044;2018-02-26 14:10:00
0.4273;2018-02-26 15:10:00
0.36625;2018-02-26 16:10:00
0.09899;2018-02-26 17:10:00
0.0;2018-02-26 18:10:00
0.0;2018-02-26 19:10:00
0.0;2018-02-26 20:10:00
0.0;2018-02-26 21:10:00
0.0;2018-02-26 22:10:00
0.0;2018-02-26 23:10:00
0.0;2018-02-27 00:10:00
0.0;2018-02-27 01:10:00
0.0;2018-02-27 02:10:00
0.0;2018-02-27 03:10:00
0.0;2018-02-27 04:10:00
0.0;2018-02-27 05:10:00
0.0;2018-02-27 06:10:00
0.0;2018-02-27 07:10:00
0.07016;2018-02-27 08:10:00
0.03021;2018-02-27 09:10:00
0.04395;2018-02-27 10:10:00
0.05901;2018-02-27 11:10:00
0.18128;2018-02-27 12:10:00
0.09874;2018-02-27 13:10:00
0.04162;2018-02-27 14:10:00
0.07105;2018-02-27 15:10:00
0.0824;2018-02-27 16:10:00
0.0414099999999999;2018-02-27 17:10:00
0.0;2018-02-27 18:10:00
0.0;2018-02-27 19:10:00
0.0;2018-02-27 20:10:00
0.0;2018-02-27 21:10:00
0.0;2018-02-27 22:10:00
0.0;2018-02-27 23:10:00
0.0;2018-02-28 00:10:00
0.0;2018-02-28 01:10:00
0.0;2018-02-28 02:10:00
0.0;2018-02-28 03:10:00
0.0;2018-02-28 04:10:00
0.0;2018-02-28 05:10:00
0.0;2018-02-28 06:10:00
0.0;2018-02-28 07:10:00
0.03841;2018-02-28 08:10:00
0.046770000000000006;2018-02-28 09:10:00
0.06947;2018-02-28 10:10:00
0.0983499999999999;2018-02-28 11:10:00
0.0756299999999999;2018-02-28 12:10:00
0.05967;2018-02-28 13:10:00
0.12034;2018-02-28 14:10:00
0.18541;2018-02-28 15:10:00
0.08169;2018-02-28 16:10:00
0.03116;2018-02-28 17:10:00
0.0;2018-02-28 18:10:00
0.0;2018-02-28 19:10:00
0.0;2018-02-28 20:10:00
0.0;2018-02-28 21:10:00
0.0;2018-02-28 22:10:00
0.0;2018-02-28 23:10:00
0.0;2018-03-01 00:10:00
0.0;2018-03-01 01:10:00
0.0;2018-03-01 02:10:00
0.0;2018-03-01 03:10:00
0.0;2018-03-01 04:10:00
0.0;2018-03-01 05:10:00
0.0;2018-03-01 06:10:00
0.0;2018-03-01 07:10:00
0.0118599999999999;2018-03-01 08:10:00
0.05213;2018-03-01 09:10:00
0.11791;2018-03-01 10:10:00
0.19384;2018-03-01 11:10:00
0.03523;2018-03-01 12:10:00
0.09552;2018-03-01 13:10:00
0.4493999999999999;2018-03-01 14:10:00
0.2462299999999999;2018-03-01 15:10:00
0.07188;2018-03-01 16:10:00
0.02277;2018-03-01 17:10:00
0.0;2018-03-01 18:10:00
0.0;2018-03-01 19:10:00
0.0;2018-03-01 20:10:00
0.0;2018-03-01 21:10:00
0.0;2018-03-01 22:10:00
0.0;2018-03-01 23:10:00
0.0;2018-03-02 00:10:00
0.0;2018-03-02 01:10:00
0.0;2018-03-02 02:10:00
0.0;2018-03-02 03:10:00
0.0;2018-03-02 04:10:00
0.0;2018-03-02 05:10:00
0.0;2018-03-02 06:10:00
0.0;2018-03-02 07:10:00
0.08488;2018-03-02 08:10:00
0.16688;2018-03-02 09:10:00
0.18128;2018-03-02 10:10:00
0.07969;2018-03-02 11:10:00
0.03631;2018-03-02 12:10:00
0.15114;2018-03-02 13:10:00
0.17463;2018-03-02 14:10:00
0.02205;2018-03-02 15:10:00
0.09778;2018-03-02 16:10:00
0.0074199999999999;2018-03-02 17:10:00
0.0;2018-03-02 18:10:00
0.0;2018-03-02 19:10:00
0.0;2018-03-02 20:10:00
0.0;2018-03-02 21:10:00
0.0;2018-03-02 22:10:00
0.0;2018-03-02 23:10:00
0.0;2018-03-03 00:10:00
0.0;2018-03-03 01:10:00
0.0;2018-03-03 02:10:00
0.0;2018-03-03 03:10:00
0.0;2018-03-03 04:10:00
0.0;2018-03-03 05:10:00
0.0;2018-03-03 06:10:00
0.00924;2018-03-03 07:10:00
0.29595;2018-03-03 08:10:00
0.2733399999999999;2018-03-03 09:10:00
0.53477;2018-03-03 10:10:00
0.73222;2018-03-03 11:10:00
0.51232;2018-03-03 12:10:00
0.10095;2018-03-03 13:10:00
0.31708;2018-03-03 14:10:00
0.17689;2018-03-03 15:10:00
0.0854;2018-03-03 16:10:00
0.03249;2018-03-03 17:10:00
0.0;2018-03-03 18:10:00
0.0;2018-03-03 19:10:00
0.0;2018-03-03 20:10:00
0.0;2018-03-03 21:10:00
0.0;2018-03-03 22:10:00
0.0;2018-03-03 23:10:00
0.0;2018-03-04 00:10:00
0.0;2018-03-04 01:10:00
0.0;2018-03-04 02:10:00
0.0;2018-03-04 03:10:00
0.0;2018-03-04 04:10:00
0.0;2018-03-04 05:10:00
0.0;2018-03-04 06:10:00
0.0;2018-03-04 07:10:00
0.09137;2018-03-04 08:10:00
0.0899;2018-03-04 09:10:00
0.54253;2018-03-04 10:10:00
0.73899;2018-03-04 11:10:00
0.8220700000000001;2018-03-04 12:10:00
0.8285;2018-03-04 13:10:00
0.74905;2018-03-04 14:10:00
0.57948;2018-03-04 15:10:00
0.30973;2018-03-04 16:10:00
0.0156099999999999;2018-03-04 17:10:00
0.0;2018-03-04 18:10:00
0.0;2018-03-04 19:10:00
0.0;2018-03-04 20:10:00
0.0;2018-03-04 21:10:00
0.0;2018-03-04 22:10:00
0.0;2018-03-04 23:10:00
0.0;2018-03-05 00:10:00
0.0;2018-03-05 01:10:00
0.0;2018-03-05 02:10:00
0.0;2018-03-05 03:10:00
0.0;2018-03-05 04:10:00
0.0;2018-03-05 05:10:00
0.0;2018-03-05 06:10:00
0.0030800000000000003;2018-03-05 07:10:00
0.09962;2018-03-05 08:10:00
0.05155;2018-03-05 09:10:00
0.07634;2018-03-05 10:10:00
0.08845;2018-03-05 11:10:00
0.28651;2018-03-05 12:10:00
0.20975;2018-03-05 13:10:00
0.24356;2018-03-05 14:10:00
0.3313299999999999;2018-03-05 15:10:00
0.1077999999999999;2018-03-05 16:10:00
0.12126;2018-03-05 17:10:00
0.0;2018-03-05 18:10:00
0.0;2018-03-05 19:10:00
0.0;2018-03-05 20:10:00
0.0;2018-03-05 21:10:00
0.0;2018-03-05 22:10:00
0.0;2018-03-05 23:10:00
0.0;2018-03-06 00:10:00
0.0;2018-03-06 01:10:00
0.0;2018-03-06 02:10:00
0.0;2018-03-06 03:10:00
0.0;2018-03-06 04:10:00
0.0;2018-03-06 05:10:00
0.0;2018-03-06 06:10:00
0.01712;2018-03-06 07:10:00
0.13271;2018-03-06 08:10:00
0.12533;2018-03-06 09:10:00
0.19069;2018-03-06 10:10:00
0.2936999999999999;2018-03-06 11:10:00
0.1932299999999999;2018-03-06 12:10:00
0.67534;2018-03-06 13:10:00
0.73346;2018-03-06 14:10:00
0.32949;2018-03-06 15:10:00
0.38675;2018-03-06 16:10:00
0.11229;2018-03-06 17:10:00
0.0;2018-03-06 18:10:00
0.0;2018-03-06 19:10:00
0.0;2018-03-06 20:10:00
0.0;2018-03-06 21:10:00
0.0;2018-03-06 22:10:00
0.0;2018-03-06 23:10:00
0.0;2018-03-07 00:10:00
0.0;2018-03-07 01:10:00
0.0;2018-03-07 02:10:00
0.0;2018-03-07 03:10:00
0.0;2018-03-07 04:10:00
0.0;2018-03-07 05:10:00
0.0;2018-03-07 06:10:00
0.06572;2018-03-07 07:10:00
0.33685000000000004;2018-03-07 08:10:00
0.58733;2018-03-07 09:10:00
0.74238;2018-03-07 10:10:00
0.84408;2018-03-07 11:10:00
0.76489;2018-03-07 12:10:00
0.8269500000000001;2018-03-07 13:10:00
0.7214400000000001;2018-03-07 14:10:00
0.5595399999999999;2018-03-07 15:10:00
