time;P;G(i);H_sun;T2m;WS10m;Int
20191214:0310;0.0;0.0;0.0;6.96;2.0;0.0
20191214:0410;0.0;0.0;0.0;6.71;1.79;0.0
20191214:0510;0.0;0.0;0.0;6.53;1.66;0.0
20191214:0610;0.0;0.0;0.0;6.27;1.72;0.0
20191214:0710;0.0;0.0;0.0;5.59;1.59;0.0
20191214:0810;38.94;60.16;5.49;5.38;1.45;0.0
20191214:0910;402.97;474.72;13.91;6.79;1.45;0.0
20191214:1010;634.51;763.53;20.56;8.2;1.72;0.0
20191214:1110;706.64;861.82;24.89;9.42;2.0;0.0
20191214:1210;675.45;820.78;26.38;10.5;2.41;0.0
20191214:1310;688.46;837.0;24.84;11.18;2.69;0.0
20191214:1410;405.11;482.81;20.48;11.46;2.83;0.0
20191214:1510;406.7;486.96;13.79;11.26;2.83;0.0
20191214:1610;181.27;234.55;5.35;10.5;2.76;0.0
20191214:1710;0.0;0.0;0.0;9.57;3.03;0.0
20191214:1810;0.0;0.0;0.0;8.56;2.9;0.0
20191214:1910;0.0;0.0;0.0;8.34;2.69;0.0
20191214:2010;0.0;0.0;0.0;7.83;2.41;0.0
20191214:2110;0.0;0.0;0.0;7.25;2.14;0.0
20191214:2210;0.0;0.0;0.0;6.94;2.07;0.0
20191214:2310;0.0;0.0;0.0;6.92;1.79;0.0
20191215:0010;0.0;0.0;0.0;6.81;1.66;0.0
20191215:0110;0.0;0.0;0.0;6.7;1.59;0.0
20191215:0210;0.0;0.0;0.0;6.82;1.52;0.0
20191215:0310;0.0;0.0;0.0;6.69;1.52;0.0
20191215:0410;0.0;0.0;0.0;6.65;1.59;0.0
20191215:0510;0.0;0.0;0.0;6.9;1.72;0.0
20191215:0610;0.0;0.0;0.0;7.07;1.79;0.0
20191215:0710;0.0;0.0;0.0;7.4;2.62;0.0
20191215:0810;48.75;72.38;5.38;7.33;2.69;0.0
20191215:0910;154.56;191.01;13.8;7.66;3.03;0.0
20191215:1010;176.74;216.68;20.47;8.35;3.24;0.0
20191215:1110;257.24;307.0;24.81;9.21;4.21;0.0
20191215:1210;112.12;146.14;26.32;9.84;4.28;0.0
20191215:1310;119.43;154.6;24.81;10.19;4.0;0.0
20191215:1410;152.09;191.0;20.47;10.48;3.79;0.0
20191215:1510;61.48;88.0;13.8;10.45;3.38;0.0
20191215:1610;18.96;36.1;5.37;10.31;2.48;0.0
20191215:1710;0.0;0.0;0.0;9.71;1.86;0.0
20191215:1810;0.0;0.0;0.0;9.31;1.59;0.0
20191215:1910;0.0;0.0;0.0;9.07;1.59;0.0
20191215:2010;0.0;0.0;0.0;8.77;1.52;0.0
20191215:2110;0.0;0.0;0.0;8.57;1.38;0.0
20191215:2210;0.0;0.0;0.0;8.57;1.38;0.0
20191215:2310;0.0;0.0;0.0;8.56;1.52;0.0
20191216:0010;0.0;0.0;0.0;8.35;1.72;0.0
20191216:0110;0.0;0.0;0.0;8.03;1.93;0.0
20191216:0210;0.0;0.0;0.0;7.71;2.07;0.0
20191216:0310;0.0;0.0;0.0;7.25;2.07;0.0
20191216:0410;0.0;0.0;0.0;6.92;2.07;0.0
20191216:0510;0.0;0.0;0.0;6.42;2.07;0.0
20191216:0610;0.0;0.0;0.0;6.07;2.07;0.0
20191216:0710;0.0;0.0;0.0;5.6;1.86;0.0
20191216:0810;55.69;80.14;5.27;5.59;1.72;0.0
20191216:0910;242.76;289.12;13.7;6.52;1.59;0.0
20191216:1010;434.86;515.51;20.38;8.63;1.72;0.0
20191216:1110;519.36;621.92;24.74;9.94;2.0;0.0
20191216:1210;560.0;673.86;26.27;11.66;2.76;0.0
20191216:1310;265.41;322.48;24.78;12.89;3.24;0.0
20191216:1410;288.87;349.73;20.47;13.59;3.45;0.0
20191216:1510;189.88;236.47;13.82;13.8;4.28;0.0
20191216:1610;196.81;255.32;5.41;13.36;4.14;0.0
20191216:1710;0.0;0.0;0.0;12.44;3.66;0.0
20191216:1810;0.0;0.0;0.0;11.15;3.03;0.0
20191216:1910;0.0;0.0;0.0;10.27;2.83;0.0
20191216:2010;0.0;0.0;0.0;9.43;2.48;0.0
20191216:2110;0.0;0.0;0.0;8.63;2.21;0.0
20191216:2210;0.0;0.0;0.0;8.21;1.86;0.0
20191216:2310;0.0;0.0;0.0;7.82;1.66;0.0
20191217:0010;0.0;0.0;0.0;7.25;1.72;0.0
20191217:0110;0.0;0.0;0.0;6.61;1.72;0.0
20191217:0210;0.0;0.0;0.0;6.21;1.66;0.0
20191217:0310;0.0;0.0;0.0;6.42;1.45;0.0
20191217:0410;0.0;0.0;0.0;6.62;1.31;0.0
20191217:0510;0.0;0.0;0.0;6.8;1.66;0.0
20191217:0610;0.0;0.0;0.0;6.68;1.93;0.0
20191217:0710;0.0;0.0;0.0;6.98;2.0;0.0
20191217:0810;14.13;28.87;5.17;6.85;1.72;0.0
20191217:0910;109.82;141.53;13.61;7.04;1.45;0.0
20191217:1010;62.45;88.5;20.3;7.72;1.45;0.0
20191217:1110;127.7;163.5;24.67;8.73;1.86;0.0
20191217:1210;214.3;262.09;26.23;9.51;1.52;0.0
20191217:1310;447.89;536.63;24.76;9.92;1.45;0.0
20191217:1410;95.26;127.34;20.47;9.94;1.38;0.0
20191217:1510;100.37;132.86;13.84;10.02;1.45;0.0
20191217:1610;57.22;84.68;5.45;9.21;1.45;0.0
20191217:1710;0.0;0.0;0.0;8.09;1.59;0.0
20191217:1810;0.0;0.0;0.0;7.12;1.59;0.0
20191217:1910;0.0;0.0;0.0;7.86;1.66;0.0
20191217:2010;0.0;0.0;0.0;7.38;1.66;0.0
20191217:2110;0.0;0.0;0.0;7.27;1.59;0.0
20191217:2210;0.0;0.0;0.0;6.84;1.66;0.0
20191217:2310;0.0;0.0;0.0;6.56;1.59;0.0
20191218:0010;0.0;0.0;0.0;6.09;1.45;0.0
20191218:0110;0.0;0.0;0.0;5.24;1.52;0.0
20191218:0210;0.0;0.0;0.0;4.43;1.52;0.0
20191218:0310;0.0;0.0;0.0;3.84;1.45;0.0
20191218:0410;0.0;0.0;0.0;3.19;1.31;0.0
20191218:0510;0.0;0.0;0.0;2.5;1.31;0.0
20191218:0610;0.0;0.0;0.0;2.08;1.24;0.0
20191218:0710;0.0;0.0;0.0;1.58;1.38;0.0
20191218:0810;66.51;91.64;5.07;2.1;1.1;0.0
20191218:0910;447.36;521.97;13.52;3.56;1.03;0.0
20191218:1010;247.04;293.18;20.23;5.62;1.45;0.0
20191218:1110;206.88;250.23;24.62;7.09;2.07;0.0
20191218:1210;185.91;228.1;26.2;8.29;2.41;0.0
20191218:1310;170.47;211.34;24.75;9.22;2.83;0.0
20191218:1410;222.1;268.51;20.48;9.56;3.17;0.0
20191218:1510;238.5;287.95;13.87;9.76;2.9;0.0
20191218:1610;23.9;42.59;5.49;9.38;2.07;0.0
20191218:1710;0.0;0.0;0.0;8.81;1.59;0.0
20191218:1810;0.0;0.0;0.0;8.31;1.45;0.0
20191218:1910;0.0;0.0;0.0;7.96;1.86;0.0
20191218:2010;0.0;0.0;0.0;7.97;2.07;0.0
20191218:2110;0.0;0.0;0.0;8.03;2.34;0.0
20191218:2210;0.0;0.0;0.0;8.04;2.48;0.0
20191218:2310;0.0;0.0;0.0;8.08;2.48;0.0
20191219:0010;0.0;0.0;0.0;8.1;2.21;0.0
20191219:0110;0.0;0.0;0.0;8.17;2.21;0.0
20191219:0210;0.0;0.0;0.0;8.26;2.9;0.0
20191219:0310;0.0;0.0;0.0;8.3;3.45;0.0
20191219:0410;0.0;0.0;0.0;8.46;3.52;0.0
20191219:0510;0.0;0.0;0.0;8.63;3.79;0.0
20191219:0610;0.0;0.0;0.0;8.57;3.52;0.0
20191219:0710;0.0;0.0;0.0;8.56;4.14;0.0
20191219:0810;42.67;65.53;4.98;8.95;4.41;0.0
20191219:0910;11.17;24.89;13.44;9.34;4.9;0.0
20191219:1010;150.4;188.13;20.16;9.86;4.9;0.0
20191219:1110;17.75;34.11;24.57;10.32;5.17;0.0
20191219:1210;109.31;143.38;26.17;10.91;5.59;0.0
20191219:1310;88.62;119.84;24.75;11.17;5.79;0.0
20191219:1410;71.2;99.56;20.5;10.99;6.07;0.0
20191219:1510;20.44;37.8;13.91;11.17;6.69;0.0
20191219:1610;36.81;59.55;5.54;11.25;7.1;0.0
20191219:1710;0.0;0.0;0.0;11.19;6.97;0.0
20191219:1810;0.0;0.0;0.0;11.15;6.69;0.0
20191219:1910;0.0;0.0;0.0;11.5;7.79;0.0
20191219:2010;0.0;0.0;0.0;11.5;7.52;0.0
20191219:2110;0.0;0.0;0.0;11.58;7.72;0.0
20191219:2210;0.0;0.0;0.0;11.94;9.1;0.0
20191219:2310;0.0;0.0;0.0;12.43;10.21;0.0
20191220:0010;0.0;0.0;0.0;12.69;10.76;0.0
20191220:0110;0.0;0.0;0.0;12.7;10.21;0.0
20191220:0210;0.0;0.0;0.0;12.87;10.0;0.0
20191220:0310;0.0;0.0;0.0;12.88;9.31;0.0
20191220:0410;0.0;0.0;0.0;12.69;8.55;0.0
20191220:0510;0.0;0.0;0.0;12.11;6.97;0.0
20191220:0610;0.0;0.0;0.0;11.41;6.0;0.0
20191220:0710;0.0;0.0;0.0;11.12;4.69;0.0
20191220:0810;63.48;91.01;4.9;10.64;4.34;0.0
20191220:0910;424.36;499.86;13.37;10.47;4.07;0.0
20191220:1010;648.55;775.66;20.1;10.9;3.45;0.0
20191220:1110;391.66;463.34;24.53;11.58;4.48;0.0
20191220:1210;525.28;618.4;26.15;11.8;5.72;0.0
20191220:1310;55.32;81.12;24.76;11.78;6.83;0.0
20191220:1410;22.46;40.56;20.53;11.84;5.86;0.0
20191220:1510;39.34;61.76;13.95;11.09;3.45;0.0
20191220:1610;9.83;23.05;5.6;10.31;2.21;0.0
20191220:1710;0.0;0.0;0.0;10.57;3.03;0.0
20191220:1810;0.0;0.0;0.0;11.83;6.62;0.0
20191220:1910;0.0;0.0;0.0;11.86;5.59;0.0
20191220:2010;0.0;0.0;0.0;11.97;5.17;0.0
20191220:2110;0.0;0.0;0.0;12.07;5.66;0.0
20191220:2210;0.0;0.0;0.0;12.34;5.31;0.0
20191220:2310;0.0;0.0;0.0;12.28;4.69;0.0
20191221:0010;0.0;0.0;0.0;12.17;4.97;0.0
20191221:0110;0.0;0.0;0.0;11.61;4.0;0.0
20191221:0210;0.0;0.0;0.0;10.97;3.1;0.0
20191221:0310;0.0;0.0;0.0;10.73;2.83;0.0
20191221:0410;0.0;0.0;0.0;10.65;2.62;0.0
20191221:0510;0.0;0.0;0.0;10.5;2.62;0.0
20191221:0610;0.0;0.0;0.0;10.35;2.83;0.0
20191221:0710;0.0;0.0;0.0;11.84;4.07;0.0
20191221:0810;79.68;110.78;4.82;12.22;4.76;0.0
20191221:0910;105.82;139.41;13.3;12.62;5.59;0.0
20191221:1010;38.3;60.84;20.05;12.95;6.9;0.0
20191221:1110;155.02;196.09;24.49;13.09;6.55;0.0
20191221:1210;764.33;914.83;26.14;13.58;6.62;0.0
20191221:1310;447.51;530.05;24.77;13.92;6.62;0.0
20191221:1410;269.1;324.09;20.56;13.65;6.76;0.0
20191221:1510;428.0;507.96;14.0;13.4;6.76;0.0
20191221:1610;49.93;76.33;5.66;12.9;7.93;0.0
20191221:1710;0.0;0.0;0.0;12.59;7.17;0.0
20191221:1810;0.0;0.0;0.0;11.88;6.97;0.0
20191221:1910;0.0;0.0;0.0;10.85;7.1;0.0
20191221:2010;0.0;0.0;0.0;10.24;7.1;0.0
20191221:2110;0.0;0.0;0.0;10.13;6.9;0.0
20191221:2210;0.0;0.0;0.0;10.0;6.48;0.0
20191221:2310;0.0;0.0;0.0;9.85;6.07;0.0
20191222:0010;0.0;0.0;0.0;9.64;5.79;0.0
20191222:0110;0.0;0.0;0.0;9.68;5.38;0.0
20191222:0210;0.0;0.0;0.0;9.48;4.83;0.0
20191222:0310;0.0;0.0;0.0;9.3;4.28;0.0
20191222:0410;0.0;0.0;0.0;8.91;3.86;0.0
20191222:0510;0.0;0.0;0.0;8.71;3.45;0.0
20191222:0610;0.0;0.0;0.0;8.58;3.31;0.0
20191222:0710;0.0;0.0;0.0;8.87;3.52;0.0
20191222:0810;75.18;104.12;4.75;8.69;3.59;0.0
20191222:0910;394.42;462.42;13.24;9.08;3.86;0.0
20191222:1010;395.64;460.3;20.0;9.48;5.86;0.0
20191222:1110;509.81;593.15;24.47;9.81;6.07;0.0
20191222:1210;541.26;630.33;26.14;10.32;6.69;0.0
20191222:1310;587.5;686.51;24.79;10.75;6.55;0.0
20191222:1410;335.09;394.95;20.6;10.95;5.86;0.0
20191222:1510;88.93;119.74;14.06;10.95;4.76;0.0
20191222:1610;83.71;116.63;5.73;10.92;4.41;0.0
20191222:1710;0.0;0.0;0.0;10.95;3.93;0.0
20191222:1810;0.0;0.0;0.0;10.89;3.66;0.0
20191222:1910;0.0;0.0;0.0;10.51;3.17;0.0
20191222:2010;0.0;0.0;0.0;10.0;2.69;0.0
20191222:2110;0.0;0.0;0.0;9.45;2.48;0.0
20191222:2210;0.0;0.0;0.0;8.93;2.21;0.0
20191222:2310;0.0;0.0;0.0;7.87;2.07;0.0
20191223:0010;0.0;0.0;0.0;7.17;1.72;0.0
20191223:0110;0.0;0.0;0.0;6.39;1.59;0.0
20191223:0210;0.0;0.0;0.0;5.3;1.52;0.0
20191223:0310;0.0;0.0;0.0;4.28;1.52;0.0
20191223:0410;0.0;0.0;0.0;3.56;1.52;0.0
20191223:0510;0.0;0.0;0.0;2.97;1.38;0.0
20191223:0610;0.0;0.0;0.0;2.58;1.24;0.0
20191223:0710;0.0;0.0;0.0;2.82;1.17;0.0
20191223:0810;37.28;57.75;4.68;2.76;1.17;0.0
20191223:0910;368.68;432.45;13.18;4.55;0.76;0.0
20191223:1010;574.9;693.14;19.96;7.61;0.9;0.0
20191223:1110;664.66;815.92;24.45;9.67;1.31;0.0
20191223:1210;712.12;882.15;26.14;11.25;1.72;0.0
20191223:1310;635.58;779.62;24.82;12.37;2.0;0.0
20191223:1410;619.6;759.14;20.65;13.0;2.07;0.0
20191223:1510;451.2;547.81;14.13;13.07;2.14;0.0
20191223:1610;171.81;223.39;5.81;12.16;2.0;0.0
20191223:1710;0.0;0.0;0.0;10.5;2.0;0.0
20191223:1810;0.0;0.0;0.0;9.03;1.59;0.0
20191223:1910;0.0;0.0;0.0;8.37;1.38;0.0
20191223:2010;0.0;0.0;0.0;7.5;1.31;0.0
20191223:2110;0.0;0.0;0.0;7.24;1.1;0.0
20191223:2210;0.0;0.0;0.0;7.36;0.9;0.0
20191223:2310;0.0;0.0;0.0;7.67;0.55;0.0
20191224:0010;0.0;0.0;0.0;7.25;0.21;0.0
20191224:0110;0.0;0.0;0.0;6.97;0.21;0.0
20191224:0210;0.0;0.0;0.0;6.61;0.62;0.0
20191224:0310;0.0;0.0;0.0;4.95;1.1;0.0
20191224:0410;0.0;0.0;0.0;3.73;1.38;0.0
20191224:0510;0.0;0.0;0.0;3.34;1.38;0.0
20191224:0610;0.0;0.0;0.0;3.29;1.31;0.0
20191224:0710;0.0;0.0;0.0;3.29;1.1;0.0
20191224:0810;38.35;59.13;4.62;3.11;1.1;0.0
20191224:0910;305.08;359.15;13.13;4.86;0.76;0.0
20191224:1010;591.46;719.64;19.93;8.45;0.76;0.0
20191224:1110;698.74;875.97;24.44;10.67;0.83;0.0
20191224:1210;655.61;825.35;26.15;12.15;0.69;0.0
20191224:1310;662.25;841.84;24.85;13.24;0.55;0.0
20191224:1410;412.84;508.66;20.71;13.86;0.48;0.0
20191224:1510;337.38;416.89;14.2;13.97;0.41;0.0
20191224:1610;181.07;237.3;5.89;13.55;0.55;0.0
20191224:1710;0.0;0.0;0.0;12.47;0.55;0.0
20191224:1810;0.0;0.0;0.0;11.88;0.55;0.0
20191224:1910;0.0;0.0;0.0;9.6;1.1;0.0
20191224:2010;0.0;0.0;0.0;7.57;1.59;0.0
20191224:2110;0.0;0.0;0.0;6.65;1.66;0.0
20191224:2210;0.0;0.0;0.0;6.03;1.66;0.0
20191224:2310;0.0;0.0;0.0;5.54;1.66;0.0
20191225:0010;0.0;0.0;0.0;5.1;1.72;0.0
20191225:0110;0.0;0.0;0.0;4.76;1.72;0.0
20191225:0210;0.0;0.0;0.0;4.43;1.66;0.0
20191225:0310;0.0;0.0;0.0;4.15;1.59;0.0
20191225:0410;0.0;0.0;0.0;4.02;1.59;0.0
20191225:0510;0.0;0.0;0.0;3.98;1.52;0.0
20191225:0610;0.0;0.0;0.0;3.9;1.45;0.0
20191225:0710;0.0;0.0;0.0;2.9;1.03;0.0
20191225:0810;60.76;85.57;4.56;3.01;1.1;0.0
20191225:0910;438.81;515.97;13.09;4.51;0.76;0.0
20191225:1010;624.5;760.37;19.9;7.18;0.62;0.0
20191225:1110;682.59;853.7;24.43;9.65;0.55;0.0
20191225:1210;696.03;883.69;26.17;11.71;0.55;0.0
20191225:1310;669.57;850.1;24.9;13.12;0.62;0.0
20191225:1410;547.85;681.13;20.77;13.89;0.83;0.0
20191225:1510;447.78;552.56;14.27;13.97;0.97;0.0
20191225:1610;181.51;236.6;5.98;13.24;1.17;0.0
20191225:1710;0.0;0.0;0.0;11.79;1.45;0.0
20191225:1810;0.0;0.0;0.0;10.08;1.03;0.0
20191225:1910;0.0;0.0;0.0;9.81;1.03;0.0
20191225:2010;0.0;0.0;0.0;10.25;0.34;0.0
20191225:2110;0.0;0.0;0.0;9.79;0.14;0.0
20191225:2210;0.0;0.0;0.0;9.41;0.34;0.0
20191225:2310;0.0;0.0;0.0;8.91;0.69;0.0
20191226:0010;0.0;0.0;0.0;8.18;0.76;0.0
20191226:0110;0.0;0.0;0.0;6.88;0.97;0.0
20191226:0210;0.0;0.0;0.0;5.32;1.24;0.0
20191226:0310;0.0;0.0;0.0;3.99;1.52;0.0
20191226:0410;0.0;0.0;0.0;3.26;1.45;0.0
20191226:0510;0.0;0.0;0.0;2.98;1.31;0.0
20191226:0610;0.0;0.0;0.0;2.89;1.31;0.0
20191226:0710;0.0;0.0;0.0;2.54;1.31;0.0
20191226:0810;138.58;173.51;4.51;2.29;1.31;0.0
20191226:0910;510.34;600.4;13.05;4.24;1.1;0.0
20191226:1010;664.05;811.09;19.88;8.77;1.24;0.0
20191226:1110;659.46;812.79;24.44;11.31;1.59;0.0
20191226:1210;724.71;905.36;26.2;12.95;1.93;0.0
20191226:1310;689.92;858.21;24.95;13.88;2.14;0.0
20191226:1410;577.33;708.58;20.84;14.35;2.21;0.0
20191226:1510;361.68;440.94;14.36;14.27;2.14;0.0
20191226:1610;40.79;64.94;6.07;13.31;1.72;0.0
20191226:1710;0.0;0.0;0.0;11.55;2.0;0.0
20191226:1810;0.0;0.0;0.0;9.71;2.14;0.0
20191226:1910;0.0;0.0;0.0;8.52;2.14;0.0
20191226:2010;0.0;0.0;0.0;7.51;2.14;0.0
20191226:2110;0.0;0.0;0.0;6.61;2.07;0.0
20191226:2210;0.0;0.0;0.0;5.86;2.14;0.0
20191226:2310;0.0;0.0;0.0;5.25;2.14;0.0
20191227:0010;0.0;0.0;0.0;4.86;2.21;0.0
20191227:0110;0.0;0.0;0.0;4.58;2.14;0.0
20191227:0210;0.0;0.0;0.0;4.28;2.14;0.0
20191227:0310;0.0;0.0;0.0;3.92;2.14;0.0
20191227:0410;0.0;0.0;0.0;3.4;2.0;0.0
20191227:0510;0.0;0.0;0.0;2.8;1.93;0.0
20191227:0610;0.0;0.0;0.0;2.37;1.86;0.0
20191227:0710;0.0;0.0;0.0;1.8;1.72;0.0
20191227:0810;78.2;105.06;4.47;1.67;1.72;0.0
20191227:0910;473.75;551.03;13.02;3.3;1.45;0.0
20191227:1010;593.03;712.44;19.87;7.62;1.31;0.0
20191227:1110;679.03;838.65;24.45;10.27;1.31;0.0
20191227:1210;717.32;900.74;26.24;12.27;1.38;0.0
20191227:1310;701.85;883.57;25.0;13.64;1.45;0.0
20191227:1410;581.38;720.45;20.91;14.39;1.52;0.0
20191227:1510;393.99;484.19;14.44;14.5;1.31;0.0
20191227:1610;190.69;247.87;6.17;13.67;1.1;0.0
20191227:1710;0.0;0.0;0.0;11.52;1.59;0.0
20191227:1810;0.0;0.0;0.0;9.19;2.0;0.0
20191227:1910;0.0;0.0;0.0;7.3;1.86;0.0
20191227:2010;0.0;0.0;0.0;5.57;1.86;0.0
20191227:2110;0.0;0.0;0.0;4.16;1.72;0.0
20191227:2210;0.0;0.0;0.0;3.24;1.72;0.0
20191227:2310;0.0;0.0;0.0;2.58;1.66;0.0
20191228:0010;0.0;0.0;0.0;2.17;1.59;0.0
20191228:0110;0.0;0.0;0.0;1.55;1.59;0.0
20191228:0210;0.0;0.0;0.0;1.25;1.72;0.0
20191228:0310;0.0;0.0;0.0;1.11;1.79;0.0
20191228:0410;0.0;0.0;0.0;0.9;1.86;0.0
20191228:0510;0.0;0.0;0.0;0.68;1.86;0.0
20191228:0610;0.0;0.0;0.0;0.47;1.86;0.0
20191228:0710;0.0;0.0;0.0;-0.45;1.38;0.0
20191228:0810;79.28;105.5;4.43;-0.44;1.31;0.0
20191228:0910;450.98;524.07;13.0;1.95;0.83;0.0
20191228:1010;594.33;717.19;19.87;5.92;0.55;0.0
20191228:1110;674.5;844.82;24.47;9.4;0.41;0.0
20191228:1210;720.99;923.54;26.28;11.54;0.41;0.0
20191228:1310;689.11;882.61;25.07;12.9;0.41;0.0
20191228:1410;574.69;720.82;21.0;13.71;0.55;0.0
20191228:1510;418.24;516.06;14.54;13.86;0.76;0.0
20191228:1610;208.31;268.91;6.27;12.99;0.83;0.0
20191228:1710;0.0;0.0;0.0;11.41;0.97;0.0
20191228:1810;0.0;0.0;0.0;10.34;1.03;0.0
20191228:1910;0.0;0.0;0.0;8.42;1.31;0.0
20191228:2010;0.0;0.0;0.0;5.3;1.72;0.0
20191228:2110;0.0;0.0;0.0;3.41;1.72;0.0
20191228:2210;0.0;0.0;0.0;2.51;1.66;0.0
20191228:2310;0.0;0.0;0.0;2.17;1.72;0.0
20191229:0010;0.0;0.0;0.0;2.01;1.72;0.0
20191229:0110;0.0;0.0;0.0;2.14;1.66;0.0
20191229:0210;0.0;0.0;0.0;2.0;1.59;0.0
20191229:0310;0.0;0.0;0.0;1.7;1.66;0.0
20191229:0410;0.0;0.0;0.0;1.43;1.66;0.0
20191229:0510;0.0;0.0;0.0;1.21;1.66;0.0
20191229:0610;0.0;0.0;0.0;1.23;1.59;0.0
20191229:0710;0.0;0.0;0.0;0.33;1.52;0.0
20191229:0810;79.16;105.84;4.4;0.67;1.45;0.0
20191229:0910;455.29;530.96;12.98;2.88;0.97;0.0
20191229:1010;600.08;722.59;19.87;6.03;0.76;0.0
20191229:1110;691.71;859.9;24.49;8.86;0.76;0.0
20191229:1210;731.86;931.2;26.33;10.87;0.62;0.0
20191229:1310;697.04;885.01;25.14;12.2;0.69;0.0
20191229:1410;583.23;728.57;21.09;12.88;0.62;0.0
20191229:1510;438.12;541.56;14.64;12.95;0.41;0.0
20191229:1610;222.6;286.31;6.38;12.4;0.34;0.0
20191229:1710;0.0;0.0;0.0;11.56;0.28;0.0
20191229:1810;0.0;0.0;0.0;10.56;0.62;0.0
20191229:1910;0.0;0.0;0.0;9.54;0.34;0.0
20191229:2010;0.0;0.0;0.0;7.61;1.03;0.0
20191229:2110;0.0;0.0;0.0;4.41;1.59;0.0
20191229:2210;0.0;0.0;0.0;2.72;1.59;0.0
20191229:2310;0.0;0.0;0.0;1.82;1.38;0.0
20191230:0010;0.0;0.0;0.0;1.15;1.38;0.0
20191230:0110;0.0;0.0;0.0;0.71;1.38;0.0
20191230:0210;0.0;0.0;0.0;0.48;1.38;0.0
20191230:0310;0.0;0.0;0.0;0.51;1.31;0.0
20191230:0410;0.0;0.0;0.0;0.57;1.38;0.0
20191230:0510;0.0;0.0;0.0;0.63;1.45;0.0
20191230:0610;0.0;0.0;0.0;0.75;1.52;0.0
20191230:0710;0.0;0.0;0.0;-0.07;1.38;0.0
20191230:0810;60.9;84.83;4.37;-0.03;1.45;0.0
20191230:0910;443.45;515.49;12.97;2.3;0.9;0.0
20191230:1010;594.64;714.96;19.88;5.54;0.62;0.0
20191230:1110;687.97;851.85;24.53;8.14;0.69;0.0
20191230:1210;720.36;907.17;26.39;9.94;0.69;0.0
20191230:1310;689.41;869.53;25.22;11.15;0.62;0.0
20191230:1410;581.89;723.28;21.18;11.88;0.55;0.0
20191230:1510;415.66;509.39;14.75;12.08;0.55;0.0
20191230:1610;212.15;271.82;6.49;11.62;0.62;0.0
20191230:1710;0.0;0.0;0.0;10.73;0.41;0.0
20191230:1810;0.0;0.0;0.0;9.85;0.69;0.0
20191230:1910;0.0;0.0;0.0;8.51;0.34;0.0
20191230:2010;0.0;0.0;0.0;7.7;0.76;0.0
20191230:2110;0.0;0.0;0.0;5.38;1.17;0.0
20191230:2210;0.0;0.0;0.0;3.61;1.52;0.0
20191230:2310;0.0;0.0;0.0;2.49;1.59;0.0
20191231:0010;0.0;0.0;0.0;1.75;1.52;0.0
20191231:0110;0.0;0.0;0.0;1.19;1.45;0.0
20191231:0210;0.0;0.0;0.0;0.78;1.38;0.0
20191231:0310;0.0;0.0;0.0;0.35;1.38;0.0
20191231:0410;0.0;0.0;0.0;0.07;1.31;0.0
20191231:0510;0.0;0.0;0.0;-0.06;1.24;0.0
20191231:0610;0.0;0.0;0.0;-0.2;1.24;0.0
20191231:0710;0.0;0.0;0.0;-0.38;1.17;0.0
20191231:0810;72.74;98.27;4.35;-0.36;1.17;0.0
20191231:0910;442.86;516.31;12.97;2.23;0.62;0.0
20191231:1010;601.09;724.54;19.9;5.63;0.55;0.0
20191231:1110;676.84;839.78;24.57;8.34;0.55;0.0
20191231:1210;724.37;918.76;26.45;10.14;0.48;0.0
20191231:1310;689.74;874.28;25.31;11.44;0.48;0.0
20191231:1410;573.64;714.04;21.29;12.15;0.48;0.0
20191231:1510;405.47;497.45;14.86;12.3;0.48;0.0
20191231:1610;158.32;206.2;6.61;11.69;0.83;0.0
20191231:1710;0.0;0.0;0.0;9.64;0.97;0.0
20191231:1810;0.0;0.0;0.0;9.62;0.34;0.0
20191231:1910;0.0;0.0;0.0;8.33;0.14;0.0
20191231:2010;0.0;0.0;0.0;7.51;0.34;0.0
20191231:2110;0.0;0.0;0.0;6.66;0.83;0.0
20191231:2210;0.0;0.0;0.0;4.58;1.24;0.0
20191231:2310;0.0;0.0;0.0;3.5;1.31;0.0
20200101:0010;0.0;0.0;0.0;2.88;1.31;0.0
20200101:0110;0.0;0.0;0.0;2.03;1.45;0.0
20200101:0210;0.0;0.0;0.0;1.48;1.45;0.0
20200101:0310;0.0;0.0;0.0;1.04;1.52;0.0
20200101:0410;0.0;0.0;0.0;0.69;1.52;0.0
20200101:0510;0.0;0.0;0.0;0.37;1.52;0.0
20200101:0610;0.0;0.0;0.0;0.15;1.52;0.0
20200101:0710;0.0;0.0;0.0;-1.63;1.24;0.0
20200101:0810;90.97;118.31;4.34;-1.55;1.17;0.0
20200101:0910;468.28;544.44;12.97;0.98;0.55;0.0
20200101:1010;613.6;740.74;19.93;4.6;0.34;0.0
20200101:1110;702.2;872.87;24.63;7.32;0.48;0.0
20200101:1210;736.34;929.05;26.55;9.26;0.62;0.0
20200101:1310;709.17;892.83;25.43;10.61;0.76;0.0
20200101:1410;566.16;697.16;21.43;11.38;0.83;0.0
20200101:1510;424.99;518.01;15.02;11.54;0.83;0.0
20200101:1610;145.11;189.12;6.77;10.76;1.17;0.0
20200101:1710;0.0;0.0;0.0;9.16;1.38;0.0
20200101:1810;0.0;0.0;0.0;8.52;0.69;0.0
20200101:1910;0.0;0.0;0.0;7.2;0.14;0.0
20200101:2010;0.0;0.0;0.0;6.36;0.62;0.0
